time,ddl_satis_ratio,cluster_spec,trace_file,scheduler,scheme
20241222-12-58-06,0.33076923076923076,cluster_specs/n32g8.csv,../traces_for_ElasticFlow/cluster10.csv,gandiva,gandiva
