time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
3793,0,0,0,0,0,1,0,0
3853,0,0,0,0,0,9,0,0
3853,0,0,0,0,0,9,0,0
3853,0,0,0,0,0,9,0,0
4033,0,0,0,0,0,10,0,0
4033,0,0,0,0,0,10,0,0
4033,0,0,0,0,0,10,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4213,0,0,0,0,0,14,0,0
4993,0,0,0,0,0,13,0,0
5053,0,0,0,0,0,13,0,0
5113,0,0,0,0,0,8,0,0
5113,0,0,0,0,0,8,0,0
5113,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5293,0,0,0,0,0,8,0,0
5893,0,0,0,0,0,9,0,0
5893,0,0,0,0,0,9,0,0
5893,0,0,0,0,0,9,0,0
5893,0,0,0,0,0,9,0,0
6133,0,0,0,0,0,11,0,0
6193,0,0,0,0,0,12,0,0
6253,0,0,0,0,0,13,0,0
6313,0,0,0,0,0,14,0,0
6373,0,0,0,0,0,15,0,0
6433,0,0,0,0,0,17,0,0
6493,0,0,0,0,0,21,0,0
6553,0,0,0,0,0,20,0,0
6553,0,0,0,0,0,20,0,0
6673,0,0,0,0,0,22,0,0
6673,0,0,0,0,0,22,0,0
6793,0,0,0,0,0,22,0,0
6853,0,0,0,0,0,22,0,0
6913,0,0,0,0,0,25,0,0
6973,0,0,0,0,0,28,0,0
6973,0,0,0,0,0,28,0,0
6973,0,0,0,0,0,28,0,0
7153,0,0,0,0,0,30,0,0
7213,0,0,0,0,0,32,0,0
7273,0,0,0,0,0,34,0,0
7273,0,0,0,0,0,34,0,0
7393,0,0,0,0,0,36,0,0
7453,0,0,0,0,0,37,0,0
7513,0,0,0,0,0,40,0,0
7573,0,0,0,0,0,41,0,0
7633,0,0,0,0,0,43,0,0
7693,0,0,0,0,0,41,0,0
7753,0,0,0,0,0,41,0,0
7813,0,0,0,0,0,42,0,0
7813,0,0,0,0,0,42,0,0
7813,0,0,0,0,0,42,0,0
7993,0,0,0,0,0,43,0,0
8053,0,0,0,0,0,46,0,0
8113,0,0,0,0,0,47,0,0
8173,0,0,0,0,0,49,0,0
8173,0,0,0,0,0,49,0,0
8293,0,0,0,0,0,50,0,0
8293,0,0,0,0,0,50,0,0
8293,0,0,0,0,0,50,0,0
8293,0,0,0,0,0,50,0,0
8293,0,0,0,0,0,50,0,0
8293,0,0,0,0,0,50,0,0
8293,0,0,0,0,0,50,0,0
8713,0,0,0,0,0,51,0,0
8773,0,0,0,0,0,52,0,0
8833,0,0,0,0,0,53,0,0
8893,0,0,0,0,0,54,0,0
8953,0,0,0,0,0,55,0,0
9013,0,0,0,0,0,56,0,0
9073,0,0,0,0,0,59,0,0
9133,0,0,0,0,0,61,0,0
9133,0,0,0,0,0,61,0,0
9253,0,0,0,0,0,62,0,0
9313,0,0,0,0,0,63,0,0
9373,0,0,0,0,0,64,0,0
9373,0,0,0,0,0,64,0,0
9493,0,0,0,0,0,65,0,0
9553,0,0,0,0,0,66,0,0
9613,0,0,0,0,0,71,0,0
9673,0,0,0,0,0,73,0,0
9733,0,0,0,0,0,78,0,0
9793,0,0,0,0,0,82,0,0
9853,0,0,0,0,0,84,0,0
9913,0,0,0,0,0,85,0,0
9973,0,0,0,0,0,88,0,0
10033,0,0,0,0,0,89,0,0
10093,0,0,0,0,0,90,0,0
10093,0,0,0,0,0,90,0,0
10213,0,0,0,0,0,92,0,0
10273,0,0,0,0,0,93,0,0
10273,0,0,0,0,0,93,0,0
10273,0,0,0,0,0,93,0,0
10453,0,0,0,0,0,97,0,0
10513,0,0,0,0,0,99,0,0
10573,0,0,0,0,0,101,0,0
10573,0,0,0,0,0,101,0,0
10693,0,0,0,0,0,102,0,0
10753,0,0,0,0,0,103,0,0
10753,0,0,0,0,0,103,0,0
10753,0,0,0,0,0,103,0,0
10753,0,0,0,0,0,103,0,0
10753,0,0,0,0,0,103,0,0
11053,0,0,0,0,0,104,0,0
11053,0,0,0,0,0,104,0,0
11173,0,0,0,0,0,105,0,0
11233,0,0,0,0,0,106,0,0
11293,0,0,0,0,0,107,0,0
11293,0,0,0,0,0,107,0,0
11293,0,0,0,0,0,107,0,0
11473,0,0,0,0,0,108,0,0
11533,0,0,0,0,0,109,0,0
11533,0,0,0,0,0,109,0,0
11533,0,0,0,0,0,109,0,0
11713,0,0,0,0,0,110,0,0
11713,0,0,0,0,0,110,0,0
11833,0,0,0,0,0,111,0,0
11833,0,0,0,0,0,111,0,0
11953,0,0,0,0,0,112,0,0
11953,0,0,0,0,0,112,0,0
11953,0,0,0,0,0,112,0,0
12133,0,0,0,0,0,114,0,0
12133,0,0,0,0,0,114,0,0
12253,0,0,0,0,0,115,0,0
12313,0,0,0,0,0,116,0,0
12373,0,0,0,0,0,115,0,0
12373,0,0,0,0,0,115,0,0
12493,0,0,0,0,0,115,0,0
12553,0,0,0,0,0,116,0,0
12613,0,0,0,0,0,117,0,0
12673,0,0,0,0,0,118,0,0
12673,0,0,0,0,0,118,0,0
12673,0,0,0,0,0,118,0,0
12853,0,0,0,0,0,123,0,0
12853,0,0,0,0,0,123,0,0
