time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
0,0,0,0,0,0,1,0,0
240,0,0,0,0,0,2,0,0
240,0,0,0,0,0,2,0,0
240,0,0,0,0,0,2,0,0
240,0,0,0,0,0,2,0,0
1200,0,0,0,0,0,2,0,0
1200,0,0,0,0,0,2,0,0
1200,0,0,0,0,0,2,0,0
1920,0,0,0,0,0,3,0,0
1920,0,0,0,0,0,3,0,0
1920,0,0,0,0,0,3,0,0
1920,0,0,0,0,0,3,0,0
1920,0,0,0,0,0,3,0,0
3120,0,0,0,0,0,4,0,0
3120,0,0,0,0,0,4,0,0
3600,0,0,0,0,0,5,0,0
3600,0,0,0,0,0,5,0,0
4080,0,0,0,0,0,6,0,0
4080,0,0,0,0,0,6,0,0
4560,0,0,0,0,0,7,0,0
4560,0,0,0,0,0,7,0,0
5040,0,0,0,0,0,7,0,0
5280,0,0,0,0,0,7,0,0
5520,0,0,0,0,0,8,0,0
5520,0,0,0,0,0,8,0,0
5520,0,0,0,0,0,8,0,0
5520,0,0,0,0,0,8,0,0
5520,0,0,0,0,0,8,0,0
5520,0,0,0,0,0,8,0,0
6960,0,0,0,0,0,9,0,0
7200,0,0,0,0,0,11,0,0
7200,0,0,0,0,0,11,0,0
7200,0,0,0,0,0,11,0,0
7920,0,0,0,0,0,10,0,0
7920,0,0,0,0,0,10,0,0
7920,0,0,0,0,0,10,0,0
8640,0,0,0,0,0,10,0,0
8880,0,0,0,0,0,10,0,0
8880,0,0,0,0,0,10,0,0
9360,0,0,0,0,0,11,0,0
9360,0,0,0,0,0,11,0,0
9360,0,0,0,0,0,11,0,0
9360,0,0,0,0,0,11,0,0
9360,0,0,0,0,0,11,0,0
10560,0,0,0,0,0,13,0,0
10560,0,0,0,0,0,13,0,0
11040,0,0,0,0,0,14,0,0
11280,0,0,0,0,0,14,0,0
11280,0,0,0,0,0,14,0,0
11280,0,0,0,0,0,14,0,0
11280,0,0,0,0,0,14,0,0
12240,0,0,0,0,0,15,0,0
12480,0,0,0,0,0,16,0,0
12480,0,0,0,0,0,16,0,0
12480,0,0,0,0,0,16,0,0
12480,0,0,0,0,0,16,0,0
12480,0,0,0,0,0,16,0,0
13680,0,0,0,0,0,16,0,0
13680,0,0,0,0,0,16,0,0
13680,0,0,0,0,0,16,0,0
13680,0,0,0,0,0,16,0,0
13680,0,0,0,0,0,16,0,0
14880,0,0,0,0,0,15,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
15120,0,0,0,0,0,16,0,0
17280,0,0,0,0,0,19,0,0
17280,0,0,0,0,0,19,0,0
17280,0,0,0,0,0,19,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
18000,0,0,0,0,0,20,0,0
20400,0,0,0,0,0,21,0,0
20400,0,0,0,0,0,21,0,0
20880,0,0,0,0,0,22,0,0
21120,0,0,0,0,0,23,0,0
21120,0,0,0,0,0,23,0,0
21600,0,0,0,0,0,25,0,0
21840,0,0,0,0,0,26,0,0
21840,0,0,0,0,0,26,0,0
22320,0,0,0,0,0,27,0,0
22560,0,0,0,0,0,27,0,0
22560,0,0,0,0,0,27,0,0
23040,0,0,0,0,0,28,0,0
23280,0,0,0,0,0,29,0,0
23520,0,0,0,0,0,30,0,0
