job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,duration
5dc7d9cd-c300-9a4f-c3cd-dc2cc0935548,2266647,6503,bert,2267101,128,16,604
ec42aa41-3a0d-71f3-62dc-31b28dfb54c4,2371685,8258,bert,2372544,128,16,767
4feb9f90-7722-d636-5cec-0cd5dcf8732c,2709847,616709,vgg16,2791437,64,2,68253
16f47da1-6f4b-44e1-606d-973523805283,2843551,40426,inception3,2847986,64,2,4936
17cffaa9-ce76-40ac-e823-d93c9ec81278,2860271,80185,resnet50,2870468,128,4,7144
23936030-227e-1ff1-e098-5e40d55499ac,2866732,23268,inception3,2870496,128,2,4994
b07ae24a-07a0-2647-f75b-8eeebd4092fd,2870901,1829,deepspeech2,2871294,32,1,605
419ac257-118f-b4ce-b7e2-2859a33756d3,2870999,2218,resnet50,2871376,128,1,607
a174c001-6e0c-2b41-9f3a-0f19a2009a53,2871137,2945,inception3,2871726,64,1,611
fb532966-58dd-3090-bdaf-b48d42da99dd,2871435,1887,vgg16,2871934,128,1,719
6dfbc59f-c885-b1ad-2322-76c177cb3512,2871547,1148,deepspeech2,2872131,64,1,718
5e269964-9d62-bbb4-b42e-fd435e44e732,2880125,2650,resnet50,2880599,128,1,725
1b541619-13c3-0554-a227-0ffa2f0c2286,2880221,2945,inception3,2880713,64,1,611
c6acf730-5794-01b0-c944-2d00c954cd09,2880359,2906,inception3,2881187,64,1,603
0230e8c1-63c0-e713-402d-718c3dd826ae,2880558,2152,bert,2880992,128,1,602
4243a771-44ca-64e6-5578-d4626593a352,2929661,4782,deepspeech2,2931236,32,1,1582
0007b657-6398-1e39-b1e3-0455de9903f2,2929760,3581,gpt2,2930521,256,1,874
4a995cf7-a04d-5a55-5b45-35ba3055b451,2929829,3198,resnet50,2930632,128,1,875
ec5eb28e-e74c-1d28-b007-57e61ff98458,2929870,4063,inception3,2930802,128,1,1586
7ffbc363-0760-af38-16a0-5cba45fb7713,2929944,4043,inception3,2931747,128,1,1578
07424da7-a724-8db2-a033-8ac873022542,2929981,3198,resnet50,2930585,128,1,875
4cb28120-030b-ede5-1f1e-c2f3bd89f89e,2930606,6200,vgg16,2931825,64,1,1227
68fb76c8-3f86-918f-4557-778fb4dbfb7e,2930725,2868,gpt2,2931243,256,1,700
d9952cf6-1321-2980-d640-18e8957a4c08,2930890,1845,vgg16,2931390,128,1,703
af465cf1-d13f-7f7c-8d86-9dcde1534cac,2930920,5006,gpt2,2931836,256,1,1222
280ecd01-a695-9758-1135-29c84e5a0234,2931066,2258,resnet50,2932713,256,1,1225
1839ea1a-e707-8bb9-a205-1cd9bf7077ea,2931254,2119,deepspeech2,2931947,32,1,701
626424fd-1da2-f1b4-af00-114dfd93938a,2932479,2095,deepspeech2,2932924,32,1,693
10d0ea8b-fe14-f518-2f12-4dd329aab8f9,2932675,4481,resnet50,2933440,128,1,1226
f7af8ee1-ca56-478a-4ea6-7cd9597d3f33,2932831,2880,gpt2,2933492,256,1,703
34a7da87-bf16-fbac-7c94-68ba6ca30cf7,2932834,8938,gpt2,2933807,128,1,1223
c4effd72-d379-0096-0748-5f16fc72d38f,2932959,1290,resnet50,2933342,256,1,700
512157f5-090f-4968-1448-d063eb28b9f2,2932971,1607,vgg16,2933840,256,1,1224
6bcb4943-aee5-fd79-4f74-8712273f0a66,2943672,7891,gpt2,2946546,256,1,1926
3a95e2f8-e547-639a-2d0e-5b81db2da6d0,2947977,8100,gpt2,2949545,256,1,1977
32c30e9b-4a61-0db7-1d9c-308f17d08a83,2949207,8904,resnet50,2950516,128,1,2436
1b5be752-108d-3aef-fc56-c8352fe52c89,2952452,1329,resnet50,2953365,256,1,721
4fdcca6e-c0ef-8883-d976-8c7b52a5295b,2952540,3248,inception3,2954001,128,1,1268
0c6dea88-803a-6c02-d10e-111ede1809f8,2952567,7652,bert,2954162,64,1,1269
9dc06e88-4fa9-43c6-4797-a9143071b72d,2952667,2591,bert,2953439,128,1,725
3479e387-6a08-3438-01a0-90b885359e44,2952697,1887,vgg16,2953557,128,1,719
38984397-b5ce-e815-1089-1894a4a1e6d3,2952784,3236,inception3,2953692,128,1,1263
fec766d6-6d57-2693-bfa6-b49daea1231c,2953004,3161,deepspeech2,2954542,64,1,1976
746f6673-67ab-d0b8-b1c6-652fc25a38e2,2960339,3320,vgg16,2962203,128,1,1265
2fd6dee5-f666-8b9c-1e59-b4363848ebf2,2960369,934,vgg16,2961302,256,1,711
147f9179-4353-26ee-31f7-10fab27df9eb,2960526,4336,bert,2961442,64,1,719
09e6efdc-fa41-a971-7fe5-d7c166f4ad3c,2960553,8608,resnet50,2962078,64,1,1258
92dffcd8-b80a-8abf-12cc-2a997d796b8f,2960642,4511,bert,2961332,128,1,1262
1fe13e8d-4c39-fdf0-0c6f-6620d9f561df,2960664,4299,bert,2961567,64,1,713
6adb8297-bcdc-0aca-84d6-dbd72aea11cf,2960753,1659,resnet50,2961650,256,1,900
fc0c0e0f-6c4f-7e13-1348-87f78dd68584,2960788,5961,resnet50,2962783,128,1,1631
