job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,duration
0bc6e292-b9b4-36d3-61bf-fb714fe2f053,911907,10253,deepspeech2,912694,32,32,709
56a60db5-0776-d49a-688e-8d5d51856418,1012685,466659,vgg16,1030737,64,64,15801
0faae5bf-b900-4086-aa21-e1537b2cefe1,1014180,362444,deepspeech2,1036687,64,32,29032
f1899189-3110-7d36-797d-31c403cbe6bd,1014228,1991434,gpt2,1110075,128,8,106473
8be5199e-e212-b2e8-a91a-0e8b424a1f16,1086205,77561,vgg16,1090148,256,64,3755
de9c8ed1-2efe-3d84-2c30-663928b5cba6,1093446,292837,resnet50,1108266,256,64,15539
c88aca21-b1f4-dd88-48eb-14a58f6d56fd,1183530,2665317,vgg16,1338384,128,64,103377
4af1ff74-751f-fc03-4f5d-f42331e5266a,1212237,60634,gpt2,1214194,256,64,3876
6828e25c-9307-b36e-eeec-de56dd94b1cc,1341622,518212,deepspeech2,1407610,64,16,55124
2057111f-243b-b306-93f6-5b6fd84ccc20,1342563,1429051,vgg16,1416292,64,16,55190
c2d0af1f-43eb-756f-0b62-192ae224a224,1348404,1192389,resnet50,1379803,64,16,55435
b5230821-2c41-76f7-d045-f17ece2db215,1438582,1424930,inception3,1520655,64,64,109150
26a4850d-1a6b-88d2-cad7-5ebe91694fbb,1440871,1154872,gpt2,1511156,256,16,64618
6ced484e-acde-5588-ee92-0236b1ddecb7,1647973,317158,resnet50,1660682,64,64,15125
924e48b4-504e-4b66-874c-146ccea6c978,1686477,59445,gpt2,1689764,256,64,3800
fed46e35-1891-c896-a848-849e0dacf645,1702798,46968,inception3,1706421,128,64,3806
994d4c03-7154-74b9-70ce-68ab7ec9ef95,1795351,132133,vgg16,1801898,64,64,4474
fdecc58d-73fe-e1a3-fed0-24cbb6f37bd4,1795395,322391,vgg16,1818084,256,64,15608
b9e1aa73-bcaa-8722-923f-720a675684ce,1811748,72162,gpt2,1815451,128,64,4335
c7797848-1c6e-f704-8311-7efcb0b4d74e,1955446,9521,inception3,1955897,128,16,744
9390e315-023c-ed0d-dc1e-b9f4564fd4ad,1959540,641757,bert,2016082,128,16,59601
f24e1445-43b5-bebb-e789-ff69a7a52a11,1961892,801997,inception3,2017091,64,16,58568
23625303-2ae7-2b5d-dcd2-dfd44c745676,1990162,9388,deepspeech2,1990602,64,32,752
83d97b4c-b245-ab9c-2b4e-1135d02e4ccc,1991177,26529,gpt2,1993275,256,32,1407
6f77cc54-8bb1-07de-faa0-a29745e3e268,1992873,962219,vgg16,2077164,128,8,70892
75ed76cf-cc29-a582-8167-86fae7e55d10,1992873,736100,resnet50,2018980,64,8,34615
c82211cb-e48d-c1a8-420e-199bc44fdf5b,1992874,386077,resnet50,2029032,256,8,37199
5111044c-10d6-e19e-b52d-b8c8ff5b2d52,1992875,734386,resnet50,2084994,256,8,70759
bcc93b94-835d-7e20-859e-45bf5b262633,1992875,348075,gpt2,2013451,128,8,18610
99dce819-1841-d873-634d-6e09f0ffd6b0,1992875,1198113,resnet50,2091487,128,8,72463
2651daa3-d8bb-1c4e-f3e6-270444087b43,1992877,259665,vgg16,2014864,128,8,19131
e7270909-0500-e955-54d7-1e4a13149627,1992877,347549,bert,2019828,128,8,34775
c9a692f0-073b-b78d-460a-a7f94a05e06d,1992878,167058,inception3,2009662,64,8,12474
cefc3837-8dec-1c17-d02b-368081196352,1992879,556616,gpt2,2036784,256,8,35554
82afea66-55ea-d359-5c78-0e7076032584,1992882,723419,vgg16,2038055,64,8,37425
10e2a69d-80de-1dbe-4af7-3ae2daf39837,1992882,797918,resnet50,2039793,64,8,37522
7b5aaea7-fd77-319f-240e-78ce0690b4f3,1994814,15285,bert,1996728,64,8,1382
903ce3b1-6158-0ec7-305c-b0aed795187f,1994814,71285,vgg16,1999600,128,8,5252
cae322c3-6896-a57b-b7e1-1681fe84f0fe,1994814,14447,resnet50,1996854,256,8,1392
c9425b82-0c20-1760-c14f-5b9f82a54c56,1994814,61771,resnet50,2000015,128,8,3736
e34a4e23-690a-3f42-6bae-63402ef3f589,1994814,30966,vgg16,1996954,64,8,1602
343e299e-c4fb-9e5f-e231-9899f73d102c,1994815,73684,resnet50,1998520,64,8,3465
9290a83a-2bef-4363-6b7c-7396f942fcb2,1994817,110452,resnet50,1999976,64,8,5194
fb9c7376-9232-cc60-3bae-eb8eed569361,1994817,15419,deepspeech2,1996265,64,8,2082
c7bd251a-523f-ded7-3c05-4c3f474d8dca,1994818,35529,bert,1996661,128,8,3555
94ca68d9-4d9e-4c77-0f79-4b765c96703d,1994819,27691,vgg16,1997268,256,8,3463
d46b78f3-288c-91cc-ce92-b02181735a2a,1994820,27344,gpt2,1996594,128,8,1462
f93adb04-4d24-6ef6-fe50-e2da7bbe4efe,1994820,42421,vgg16,1999054,256,8,5305
569d7aeb-640e-50e7-6c10-56b347c3c463,1995038,166937,vgg16,2002497,128,32,7069
37eb9827-869c-a44f-11d0-dc7af56ccffa,2037760,6648,inception3,2039156,128,2,1427
05e71b68-0cf8-32b3-0a66-c2113eb4a3ee,2037797,2214360,inception3,2261755,64,8,165343
9ba585ae-cb96-4524-a5a4-14b21956673f,2041478,17112,bert,2043884,128,2,3013
157470f1-be01-0fe7-6b09-ea4293e4d5f7,2041478,8828,deepspeech2,2044185,64,2,2981
c83ae2b3-f6f4-fc48-e6bd-7f5ecf237be0,2041478,36136,gpt2,2044833,128,2,3025
2838c714-d121-1aed-eb81-e22464535f72,2041479,24504,inception3,2043987,64,2,2992
92ef8d59-0ad1-b7b6-6d35-20b7b937c04f,2041479,21122,gpt2,2044738,256,2,3035
16b3c475-4080-9548-0f25-152b27ce0017,2041480,36435,gpt2,2044370,128,2,3050
6f6656b4-abd1-4dd5-45d8-1a459a3336ee,2041480,27170,vgg16,2045971,64,2,3007
ff4b3804-1b58-69fa-8880-f906cef516c8,2041480,14864,vgg16,2045977,128,2,3050
f60249b5-2637-fce4-0049-f6b8f7d86a56,2041481,14581,vgg16,2043544,128,2,2992
f8a5764a-87c5-3450-4c78-7ac622c97943,2041482,24717,inception3,2043852,64,2,3018
1ccd3552-b1e0-e9ad-bf80-b3f8b3ebc460,2041484,36184,gpt2,2044788,128,2,3029
e324f5db-6850-18bf-f5c3-e7f5583d2337,2041486,16194,deepspeech2,2043743,32,2,3018
cf61ea35-d636-9272-2309-33ad1b3eaba1,2041486,27459,vgg16,2043315,64,2,3039
fd28750f-5868-3a1b-6ccb-cb41d7b205e5,2041486,14503,vgg16,2044149,128,2,2976
e9f746e7-1fd3-a8d0-77a4-d097aaa22344,2041488,7621,vgg16,2043199,256,2,3021
e566a39e-41a3-e739-6a67-3cffe0e36d7a,2041489,17555,bert,2043897,128,2,3091
e4d479e7-ace8-c3d1-e0b4-3a731eb6dd1c,2041490,16970,bert,2044634,128,2,2988
375af79e-9f3e-0f38-ad73-286bf517aed0,2041492,27206,vgg16,2044506,64,2,3011
ad3c919f-d0dc-b7a3-ef0a-d184a5ea3158,2041493,19977,resnet50,2045447,128,2,3018
d05858ea-e1d2-6681-4c9e-7893f1ca8560,2041493,19851,resnet50,2043310,128,2,2999
a9129abc-cda1-c26e-a17d-b91d07059d15,2042267,16306,deepspeech2,2044618,32,2,3039
5f89a98c-2d6d-c2cb-2eee-dca934664ef1,2042267,35977,resnet50,2044439,64,2,3039
2f7e6184-24e7-3747-cb1f-999b4c6d98a8,2042267,24774,inception3,2046231,64,2,3025
32978c7d-37b3-b0f6-0278-2c34ed809b95,2042267,35645,resnet50,2045554,64,2,3011
65d77fc8-252a-c83c-1d7b-ca5cf7a87bc5,2042268,36614,gpt2,2044622,128,2,3065
2c9d9b63-cc9d-c19c-129d-dfde9194d072,2042268,36614,gpt2,2046610,128,2,3065
c578f4f4-9b18-276a-1d7b-83630db26722,2042269,9038,deepspeech2,2044370,64,2,3052
720f1c3d-922d-82ff-c29f-aa8fe4eb5ab9,2042269,24987,inception3,2044985,64,2,3051
d5672f5d-20bb-45b0-a015-7233baf90557,2042270,10863,resnet50,2045559,256,2,3150
18721154-0dbd-384d-b753-3ff525f50323,2042270,37433,resnet50,2047012,64,2,3162
9e876040-4c2b-a24c-8446-a29ac6c753a3,2042272,10794,resnet50,2045564,256,2,3130
08b52947-9814-c00c-027d-df7ed31c63fb,2042273,15444,vgg16,2046577,128,2,3169
b77c1be6-febe-e6a6-9eb5-d8d29620818d,2042275,19918,resnet50,2045932,128,2,3009
5eda2838-c7b9-5bd9-55a8-edb9b1a4da6c,2042275,24922,inception3,2044924,64,2,3043
5eabfb1c-fda3-7293-d7b3-0cb4bcf71f08,2042276,20427,resnet50,2044314,128,2,3086
9760dd35-64b4-d5c3-fe5f-b9a285f801f0,2042276,17526,bert,2046567,128,2,3086
6bb17a8b-26c1-18f2-eb1c-0430df114270,2042279,24865,inception3,2045812,64,2,3036
5995e5f4-4c85-45c1-b159-f8a48a802429,2042280,8952,deepspeech2,2044397,64,2,3023
13e7b504-c58a-ac51-2fa8-e33b2a78ae7c,2042280,16140,deepspeech2,2044057,32,2,3008
ea467d0d-ce05-2ac8-9e0e-5cdf89d4d409,2042281,17237,bert,2045556,128,2,3035
9a86040e-7263-3c6a-e4ad-77b02e32a832,2044906,20893,gpt2,2046505,256,2,3002
746cff4e-019c-2251-d590-65fa795581fa,2044906,7636,vgg16,2047069,256,2,3027
2591855b-87fc-7d1a-148f-0e3c8ce90fdf,2044907,27694,vgg16,2047060,64,2,3065
c4ca0233-4273-9de8-6bad-2b997fa8c425,2044907,7646,vgg16,2047859,256,2,3031
93be6e0f-6776-4388-8d6f-ccd5d64f7187,2044907,16124,deepspeech2,2047672,32,2,3005
1e31db00-d414-5ed2-2395-6ed72357448a,2044907,17214,bert,2049446,128,2,3031
cadc3379-c788-e847-55d1-0dfc9834e02f,2044908,19924,resnet50,2048539,128,2,3010
99c36e15-2a65-0cdf-8758-5e332674fda1,2044908,36196,gpt2,2048996,128,2,3030
893e2de8-8509-c3a2-214b-1e1c4b403399,2044910,16371,deepspeech2,2048325,32,2,3051
9a7db4b4-ed91-9b55-91c3-3f136540ecd1,2044911,24684,inception3,2047573,64,2,3014
af0caa3c-122f-862e-c495-6e6a21cc0211,2044912,27423,vgg16,2049128,64,2,3035
