job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,duration
59a72878-e5c4-ab9d-e813-68c36b50edeb,16566,40285,bert,21347,64,4,3890
4c693bbf-9253-5094-3f31-19e4abfd0310,16566,38482,resnet50,25084,256,4,6216
479d5be0-d819-a033-800e-400e728fe07e,16566,20853,deepspeech2,20924,64,4,3970
005d539a-d8e3-0d8a-28be-1eae4a4941c3,16567,98386,vgg16,25940,64,4,6668
db9927be-2c17-ab53-7b31-f3bdd1a77289,16567,78169,inception3,22747,64,4,6685
f837987b-4596-951c-bf26-69d8b97ca3bd,19724,93428,vgg16,23205,64,4,6332
ccda772b-f3f9-c3fb-4651-59bba2ca75ad,19724,92484,vgg16,28381,64,4,6268
463de7cd-2624-91af-d072-8b7cdcf04af3,19724,21935,deepspeech2,25771,64,4,4176
43c9f21a-4cc6-b333-14c9-65c7ffa8e1ad,19724,54601,inception3,29498,128,4,6997
4b7f63f0-4b60-7161-3e43-92c161092e82,19725,34490,vgg16,25504,128,4,3955
f9d6d733-209c-7e52-d1c8-7cdc3a6a6a52,20579,32170,vgg16,25809,128,4,3689
d12f0e69-6d91-8a22-81c0-6d2aab0435f9,20580,17680,deepspeech2,22389,64,4,3366
73d9b21f-74ea-cf05-82df-63e50e748ff2,20580,41358,inception3,22774,64,4,3537
59ed7c17-56b7-d953-86f5-af42fd4a3fdf,20580,29511,resnet50,26342,256,4,4767
95a87e55-a97a-1690-bd30-435d0f1ecdb9,20580,33005,bert,23477,64,4,3187
5663c48d-fb04-72f6-0fd0-f828a2e06448,22093,4507,vgg16,22750,64,1,892
bc260d61-e652-9fbe-4401-9da2485070d9,26894,44493,vgg16,29469,128,4,5102
5a4dda5a-26c0-93c1-df1c-f3432044df0a,26894,78064,gpt2,30999,128,4,4684
f45dbbd1-e021-13f9-b04b-dd28ad20aba4,26894,24208,deepspeech2,30824,32,4,3209
453d7b05-3e0f-27b5-b49c-44d3d76b4582,26895,43496,gpt2,29757,256,4,3802
b8872812-c832-b0c6-40ca-4676fe9d3d0f,39128,105079,gpt2,42513,256,8,6712
7bd63c59-d7ea-6d5d-1899-4a8bad5d5c2a,46177,636556,resnet50,108301,256,8,61333
f3676a37-2a69-9380-b8c8-b9da87ee3a06,46667,4807428,bert,418655,64,4,464204
db8ff9e0-81d6-b704-f4e5-908093f61d20,48927,5387385,inception3,443495,128,8,496340
b7e45f77-155a-2f4b-c065-944a83faadf8,50370,10573723,resnet50,422304,64,4,577833
defc986d-1ec7-1dea-1acd-debd2a05e4f1,50853,7737549,vgg16,607846,64,4,524401
a22eea25-6b79-ed8f-5481-2e50ef2ae1cc,64148,1033674,bert,158316,128,8,103427
6e4c2b13-04bc-5453-fcee-2f599ef4acfb,64148,346515,bert,86748,64,8,31330
d5c505eb-ca35-3dbb-d821-81e962c02472,102293,20191,deepspeech2,107228,64,4,3844
b006640b-cc61-3570-4f45-cca466c0d8b6,102294,71182,gpt2,106058,256,4,6222
6dab734b-89de-689e-9188-0d4dd96f7b22,102296,20317,deepspeech2,106304,64,4,3868
4bfecb44-d78d-9826-f309-327e6e756922,102879,43325,resnet50,107270,128,4,3860
80f5501a-6d61-d5b8-28d7-72777f3b8ac6,102880,45720,inception3,105503,64,4,3910
90e58c66-10c4-0164-92e0-cec0bf440417,102880,33695,vgg16,107409,256,4,7259
efa8972c-d4c4-be39-b6c1-11ada2e6f414,102880,44773,inception3,105234,64,4,3829
f4a51943-f84c-f06d-e905-5133f22bf842,102880,109116,resnet50,108965,64,4,5963
ef5288c1-0c61-7fba-001e-02a138fb7764,104807,1245989,deepspeech2,256608,64,8,168235
280ba7ec-bbf0-24d5-5ea0-34fbbdafbb79,115503,282757,resnet50,133492,256,8,27244
3aa0124d-798f-eb71-06be-735f364e4bbb,141897,968199,vgg16,236788,256,8,121079
be48840a-9e1f-7fd7-fb05-569b9d36475c,141898,1249575,resnet50,232646,256,8,120398
91471e8a-7ede-ad33-d1c0-53239be61d4c,161275,7317,deepspeech2,162717,64,8,988
90e3c103-0d13-69d2-d33e-61d3112e3f6e,162187,20861,resnet50,163454,64,8,981
b3a0ec14-d432-b7be-4b1e-295e62a61390,198264,273689,inception3,223230,128,8,25215
9b9017b7-b5a9-ae60-9cfc-867e44aed639,198389,244346,deepspeech2,235647,64,8,32992
a60f6d4b-3ae5-02e4-a69b-da6aa7532a0a,199985,391457,inception3,242048,128,8,36065
cffe9499-77d7-81ab-8259-de970673f2ef,204818,697111,vgg16,223733,64,8,36064
d1f3d0a6-20f7-59f6-9df0-503b4f626e9a,204851,489714,vgg16,252266,128,8,36080
b1d97384-c419-8ca8-1a29-9aa721d80287,204897,398785,bert,247144,64,8,36056
e5106ee7-7a7d-434f-a709-a048d8555cb1,204919,564663,gpt2,250779,256,8,36068
2ed7e3f7-0a46-9ab4-f833-f215a37cd69c,265981,751637,deepspeech2,323232,64,8,101487
1c2084f4-3c94-fec2-ac88-5c29e62df24b,275106,413051,resnet50,312546,256,8,39798
4062a629-7393-68cf-468d-4293400910a8,275660,423001,gpt2,295077,128,8,22616
ba0d9306-b401-f55a-a8dc-da693ab5d005,285848,58856,vgg16,291963,128,4,6749
b41fbb64-2ede-f019-9e67-e1a7399d1a8b,285848,32399,deepspeech2,294578,64,4,6168
4a72f034-eab6-f918-f3fc-6cf0cb18754a,285848,77200,gpt2,291645,256,4,6748
4ed05f80-b898-137f-a916-f5ddbb637777,285849,44925,inception3,289325,64,4,3842
57987c78-1aac-6e19-10e4-f295c91c253b,339260,235018,deepspeech2,369115,32,8,23942
b6d09d3f-2c76-cda4-e829-96b32ba095a8,353854,440357,resnet50,395306,256,8,42429
7e3450c8-94a0-e914-5d13-b930b086856c,372059,94518,resnet50,383439,256,8,9107
ccc50157-4d1e-eca2-18ab-5f706c352765,375897,648505,vgg16,431597,128,8,47779
be4799ef-19ac-234c-408e-079d8de25f83,379865,1279462,gpt2,462277,256,8,81726
eb9a0845-e7a3-5e54-986f-51f1940a9173,382569,344515,gpt2,396668,256,8,22006
195de8fc-7932-332d-d227-748e37def057,383189,76433,gpt2,388437,256,4,6681
08c07a40-df99-2ee9-5be7-37d7abe7d30d,383189,78940,inception3,386868,64,4,6751
153025d2-d879-b502-4793-a4c5eef3780d,383190,36775,vgg16,385405,128,4,4217
2405c33c-1072-ac5a-58c9-3ac694ff24c6,383190,39529,bert,385309,64,4,3817
5e7d482c-ab62-57fb-a19f-a30bef832bbd,383234,633080,resnet50,426636,256,8,60998
6c5a42ff-6a52-9fe7-3a9e-06d3f216f4fd,383291,233476,deepspeech2,401871,32,8,23785
4f5964ca-f47a-5c6b-9a7a-ae550ce9937e,386792,314705,deepspeech2,418574,32,8,32060
9f9fac12-9058-edc6-3568-3da7564fedc4,387324,250286,deepspeech2,405797,64,8,33794
fd781dd0-7ab8-0404-e910-7e52655c14ca,388460,305947,resnet50,412789,128,8,18504
d7efc5d6-622c-f01a-a0c8-73380a1da7ac,390190,464692,gpt2,423124,128,8,24845
2fddcb84-f1b7-9a0a-6a26-2309db2f42ba,399811,114876,vgg16,407998,256,8,14366
b0acd856-2542-45a7-faad-3456f479d739,439730,304349,resnet50,460261,64,8,14312
fe812d84-6abd-ee14-eefc-a5b88abbf53e,441985,304477,resnet50,455007,64,8,14318
ac620f66-5176-777f-9c45-e35e7ec39149,441986,268752,gpt2,459052,128,8,14369
e72b4cd2-0a44-c0d0-7e37-32df45a79e6d,441987,140871,deepspeech2,458478,32,8,14351
ce19c9e3-0375-3465-566c-a73079fa2d51,454847,203138,resnet50,471042,128,8,12286
