job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,duration
c9c620ea-4336-c1a9-8abe-e26bd13076b8,5810,3950230,inception3,314395,64,16,288476
be631d51-a07b-5693-739f-f4379ec5d0cc,5813,4010714,inception3,308959,64,16,292893
492ce47f-0925-1906-bc3c-7b65ba6ecbfe,5880,3426828,bert,406976,64,16,311900
29fd9415-8028-df6c-f9fd-0365a52e4cba,5883,5584546,vgg16,268630,128,16,309226
56e636a4-b989-7050-a0ed-474e3707a3ac,10944,36253,deepspeech2,16849,64,8,4895
d611eab8-5045-f270-46bb-7fc7957f8096,10991,103226,resnet50,21222,256,8,9946
16882d81-ea36-139a-467f-9ae1e8597efb,11052,180163,resnet50,22577,256,8,17359
ee956a3a-9686-7dcf-0c22-8b723f5f7fdc,11108,390057,deepspeech2,86367,64,8,52666
ba63f893-e314-dce1-f0ff-606eaa2cd9c9,11191,150565,vgg16,23856,128,8,11093
048c238d-46eb-0138-10ee-358ef791645d,11237,890564,gpt2,64753,256,8,56885
77339180-ca8d-373d-9bac-88c790a4354f,11291,1192097,resnet50,74762,256,8,114860
80592bd0-df94-5be7-17af-0e28c9b77e59,11383,5313893,vgg16,232198,64,8,274906
f238bb58-d7b1-1fd7-18b0-8e2d5c11434f,12010,20438,vgg16,14335,256,8,2556
37b9491b-7d09-8dc1-fe78-97fadae20e52,14858,31162,inception3,17774,128,8,2871
c360e99e-4ee6-60ec-3f4b-9506690190da,15377,18967,vgg16,18269,256,8,2372
fc549e41-b492-8641-2c42-33669e1e7568,18694,73678,inception3,28627,128,8,6788
77009e43-7af3-1f44-7a03-d8a09f5b4ced,22951,703604,bert,102271,128,8,70401
ad3970d1-125d-f3d8-e465-2ac74b06dd1d,24927,2400839,resnet50,113688,128,8,145205
5b7aae49-f5c8-e52d-98c7-9f9c3b65c1be,32798,2415224,resnet50,206131,128,8,146075
a8b62ca9-a0c1-908c-0aa0-177aeaa31841,33532,1152727,resnet50,117948,128,8,69718
e61d14c6-f6e3-8919-6745-f82d51e453fa,37745,27307,gpt2,38899,128,8,1460
c577cbb7-59da-d47f-0942-941d9d32fceb,40250,1700739,resnet50,92222,64,8,79977
57cb90a8-bd59-0275-403d-2d9fb5e2ec2d,40298,747629,bert,118597,128,8,74806
2d37f9ba-67be-34ab-6bc2-4e093236c39b,40382,1320184,resnet50,94422,128,8,79846
b4b80eec-9640-4f3c-77d1-ea9cd79190c6,40426,77985,bert,44748,64,8,7051
7f59be37-a981-cfc5-3222-fab3d5d2d13b,52897,1027562,deepspeech2,99023,32,32,71055
777042d2-845d-f425-86a6-d4ba753ebae7,53675,395179,resnet50,108104,256,8,38076
437956f8-eb8a-cd15-1f2d-3573cfea9738,53696,263914,deepspeech2,99378,64,8,35634
fcbf0e8a-2f76-5277-a823-22267e459ab7,53717,306894,vgg16,96181,256,8,38379
4735b784-74eb-df66-d77b-fe0ad24850b0,54915,5364020,gpt2,359323,256,32,284482
7915533a-2f10-5655-153a-331e7c841363,55357,623092,deepspeech2,114313,64,32,49910
d7f74004-a2b4-91ff-e6b0-aca026fd8253,59098,6241357,gpt2,334715,128,16,314032
75228d84-9409-ecd4-c7f8-d0982838f0ff,59098,8146683,vgg16,396403,64,16,314625
20a14880-c09d-1a5d-37ce-f3b904ba3313,67499,18788,vgg16,68658,64,8,972
e87c4905-c09d-62be-9fce-91c380e428e6,67555,7916,vgg16,68657,256,8,990
e7a92d70-33c7-0f35-ca42-192e82c0ba74,68221,5561215,inception3,666684,128,8,512355
b8b017cf-2b23-9a53-a360-0c27afef99b6,68271,3782678,deepspeech2,487184,64,8,510742
ff17bd6f-c984-54fb-2656-1ffcc61c3d58,68324,5006056,deepspeech2,426020,32,8,509982
eeb226f2-a49a-b750-c22b-2c5a1477ba83,69241,1006400,deepspeech2,215787,32,8,102525
50926491-582f-78cc-29ee-915371c50017,70070,789424,deepspeech2,121591,32,8,80421
a59b2d55-5baf-d14f-27b6-f26123489c10,86159,4492355,vgg16,384701,64,8,232405
943b1745-2d35-3a8c-3788-881c598c0a9c,93762,2429849,resnet50,154072,128,32,119750
03962951-9704-ac60-24f7-a71d42ab7894,93775,1654010,deepspeech2,276198,64,32,132487
cac7ec48-a6e9-dafb-a218-091af8b7aa63,94258,4165057,deepspeech2,337056,32,32,288010
3445b47c-8079-e2ec-ebdc-2c9daef7c60b,94469,1997308,vgg16,275018,256,32,121997
e41b87bb-cbe7-a835-366a-2438c946a8ab,94941,1545447,vgg16,188639,256,32,94397
780eabae-0329-5e1c-de8d-9f3d2e0fab6e,95264,3597718,resnet50,218271,256,32,201863
841b74fb-66af-6ed6-9c61-1ab2d8450d5b,95419,2343201,bert,369739,64,32,220884
ff597c4d-a586-bd7a-9233-02e5d435b914,95698,2117767,resnet50,175376,256,32,118825
04ba16cc-e5d1-da78-9e01-9bfea0cd173d,96175,3761348,vgg16,172897,64,32,123098
20e2da14-ff08-862c-bc66-d391069cd309,96548,1701625,deepspeech2,187196,64,32,136301
4565e77f-f7f2-7d96-c823-bd8aefd18b7b,97739,16657,gpt2,99067,256,8,1064
e877ba23-cf63-df5b-f0d2-9556d87d6475,106910,5242933,inception3,440296,64,8,391482
865634e3-da21-6cf7-d897-de9a8b626ce4,108927,7877,bert,109786,64,16,717
6cfa7287-8717-be6d-b5e2-478837ea3dc9,132724,1587624,inception3,235618,64,32,115991
74cc7889-ca55-6921-bc8e-2ed7a52bdb1c,132792,371533,bert,171742,64,8,33592
9e4e7af1-6510-a25a-bc27-484a126f89c7,132985,1766244,deepspeech2,209118,64,32,141477
6018a71b-b5ab-f66e-0e7e-481143eddd87,133286,2041495,vgg16,307758,256,32,124696
2ede3ede-7ce3-da45-24fd-f258ce3413ea,133616,2833735,resnet50,328955,256,32,158997
4333fe5a-ec68-08bc-0ca3-71413ae8d359,134405,1025977,gpt2,178871,256,16,57406
4b9c80b5-8c49-767d-9dfa-37afb3b755ca,134420,1515250,vgg16,178592,64,16,58519
8bae04ed-39d0-f832-1d72-b0e54c51669b,139468,103470,inception3,149443,64,8,7726
aff0e0a8-b7e2-126e-48e2-741334322572,139633,187172,vgg16,151288,128,8,13790
d7d3b79e-040c-fc63-be7f-449467ed805d,139780,178360,vgg16,161868,256,8,22305
959c0ce9-01bc-4c82-ff20-68e8647aab28,139834,722995,inception3,187715,64,8,53985
cf2df4a6-c972-0c70-8561-88e7566b8b3a,139891,230062,vgg16,161855,128,8,16950
85d438ce-9a87-aebf-946b-6e101d2f82d1,139942,1415025,gpt2,192570,128,8,75655
aa3af6b7-bd2a-9da3-ca5c-6f9ad873ef5a,140018,1322287,bert,293505,128,8,132305
e83f405a-144b-36f2-1e13-498e1f462f03,140858,4727953,resnet50,325099,128,8,285951
69f52e16-abe5-94e1-c345-f3174e7db439,144181,8556252,resnet50,701837,128,8,517490
bf6bcbd4-ee6f-e6ca-446f-4fd0db15304f,144216,5674676,bert,450331,64,8,513073
afdbc05b-fca5-97de-0adb-b96870a13c89,157152,458377,gpt2,187715,256,8,29279
48486346-877d-2b8c-7bab-4ee4f10adbca,157164,562808,vgg16,173206,64,8,29116
0d0147b0-d342-b587-2bba-374c46992fb4,157172,475885,resnet50,197549,128,8,28782
cd03e267-178e-c3e5-28db-b62e88046d28,157180,388811,inception3,178646,64,8,29032
d7b44659-4b98-4523-43f8-a27529bcca3d,157190,285649,deepspeech2,178542,32,8,29100
88dba487-8203-2ecd-7def-181800ab5064,157200,214544,deepspeech2,174110,64,8,28968
fb0ba48c-eafe-3984-7667-937497f5533b,158733,947141,bert,249949,128,32,88432
ac21a335-e93c-8172-4300-6a4d353b597d,170574,314891,inception3,209183,128,8,29011
4f261681-bebe-ea42-b1c3-26c01841305e,170582,560159,vgg16,211779,64,8,28979
305e9f5b-7920-a373-724b-6827cff692bf,170592,232600,vgg16,198788,256,8,29088
8706741a-16ae-2932-5a31-45cfbbde30b8,170602,389280,inception3,193730,64,8,29067
adde1b86-f82e-d407-f910-ae91f2e51838,170611,540591,gpt2,207534,128,8,28903
fcc584be-3d4a-5466-f3ac-ca685d5ffefd,170620,567621,vgg16,203807,64,8,29365
123d329f-7f41-49af-45a1-21d8c81f2d3b,174554,759665,deepspeech2,260596,64,8,102571
9c8b3eee-fd5c-e523-fbce-836bdf847873,185529,31302,resnet50,186818,64,8,1472
d64fe4e2-38ac-1bcc-51f6-3ceae391bb7f,187789,878322,deepspeech2,272128,64,16,93430
a3dc3b5a-91d4-0d13-d5a8-38fa953ba84b,191621,12390,gpt2,194370,256,1,3024
3be67049-56fe-51c2-8a77-a76040a92e54,191624,20508,resnet50,194492,64,1,2997
