job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,duration
965d744f-0445-c1a8-12af-97e4c536c66e,1932025,45775,resnet50,1933904,256,64,2429
fb10987f-20ac-3703-eb67-146a77a6e17c,2000581,11197,gpt2,2002204,128,1,1532
9e11d2cd-0930-aef6-8a80-068ddf547e50,2013937,7776,vgg16,2015386,64,1,1539
8ac8ad93-7e02-921d-f86b-543ae1b243cc,2014133,6563,gpt2,2016513,256,1,1602
6d39da75-aee7-0ab2-61fa-8e7a078c26ce,2014224,7141,gpt2,2016444,256,1,1743
5d696bc8-dc54-d59b-86bb-42c7d8b2f8b6,2014236,12308,gpt2,2015988,128,1,1684
6dd49c96-6744-cb9e-6ded-cba5a22c3d4f,2014364,8473,vgg16,2016174,64,1,1677
3dba6da8-5844-f9fc-114b-9547c9dc72b8,2014419,3166,resnet50,2015619,256,1,1718
0534a101-8ddc-e719-81f3-8dd4fd034ada,2014678,4288,vgg16,2016533,128,1,1634
a8addf36-ddf2-75eb-e8a3-f341c8819065,2014707,9733,bert,2016013,64,1,1614
62e7c1a6-12d2-fa06-49e1-cd138da00495,2014707,10681,resnet50,2015663,64,1,1561
ffa361be-0f92-40e1-07f9-7d05f6ca6b8b,2014858,6748,gpt2,2016633,256,1,1647
1375ee90-d6b3-61e4-3b6d-ca0d6fe5040b,2014907,12446,gpt2,2016457,128,1,1703
2b1ac76c-89ec-bc51-98cb-aa5247f53019,2014907,10270,bert,2017096,64,1,1703
bf8e8bfa-a0c9-da72-368a-cd40b8f14e3c,2015034,8224,inception3,2015912,64,1,1706
d6d7b3b8-3309-4d35-3f4d-f561f319c125,2015093,5254,deepspeech2,2017382,32,1,1738
14e4180c-fe99-36a3-62db-c8503c5bf3a7,2015112,4341,vgg16,2016322,128,1,1654
980b6853-0c70-31eb-9f85-c2dd88e44a48,2015117,4307,vgg16,2017530,128,1,1641
c1d48a10-1b96-8925-5682-d038b77f69b9,2015118,4734,deepspeech2,2016141,32,1,1566
033d2bce-575a-ed2c-a5c5-650c8186a576,2015166,5837,resnet50,2016391,128,1,1597
12d15585-b68e-47fa-3f17-5534cc4d5819,2015248,4281,vgg16,2017327,128,1,1631
f480b91e-700e-0efc-e4ff-c31a5b86ea69,2015248,5873,bert,2017148,128,1,1643
fd235def-3e5a-87e3-5560-db22c96b5edb,2015256,4273,vgg16,2017574,128,1,1628
4e7ed827-455a-c762-7428-a656b3ee4d3b,2015443,8271,vgg16,2017821,64,1,1637
497ec6d1-081f-c6dc-78d9-a88aef0bea4f,2015479,9751,bert,2016424,64,1,1617
2ad11fe8-7d1b-695e-71a0-449dd703262f,2015479,5737,bert,2016367,128,1,1605
ccf4ffb0-b4bb-a73f-ac70-51d1d051267f,2015590,6404,gpt2,2016696,256,1,1563
cc152a1b-e278-9642-a484-e035330faaa3,2015754,4220,vgg16,2017430,128,1,1608
37f25d36-8bdd-cee3-70fd-6672b80f16c5,2015761,5782,resnet50,2017527,128,1,1582
c63d04ee-541c-7a86-3ba5-cd2fdea45c19,2015815,4685,deepspeech2,2017170,32,1,1550
6d204496-66d0-6371-d8e8-8ebb7a9e8eef,2015877,4803,deepspeech2,2016840,32,1,1589
cfa701cd-2631-d00b-26d7-94d30db95301,2015960,5880,bert,2017370,128,1,1645
5bd93609-b297-a782-bcf4-74aace63cb1a,2015962,4097,inception3,2017710,128,1,1599
7580e4e9-5945-0186-da01-8d296060b1eb,2015974,6678,gpt2,2016985,256,1,1630
