time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7
0
240
1044
1822
3120
3360
3600
4001
4538
4863
5103
5487
6854
7094
7334
7765
8483
8723
9026
9266
10348
10588
10962
11243
11928
12168
12408
13221
13540
13842
14298
14750
14990
15422
17047
17287
17800
18244
19372
20301
20541
20781
21021
21261
21501
21741
22194
22434
22851
23091
23331
23571
23811
24051
24291
24531
24771
25011
25706
26066
26306
26546
26797
27037
27545
27785
28025
28265
28643
28883
29123
29363
30641
30881
31121
31495
32112
32352
34086
34326
34566
34989
35229
35606
35846
36110
36834
37074
37340
39100
39340
39580
39820
40088
40482
41290
41530
41937
42294
42534
42774
43014
43254
43524
44332
44635
45451
45691
46127
46544
47024
47264
47769
48192
48569
48809
49049
49427
49667
50288
50769
51009
51249
51657
52261
52501
52749
52989
53759
54023
54263
54503
54743
54983
55223
55463
55870
56110
56698
57013
57261
57501
57741
57981
58415
58655
59405
59645
59885
60125
60365
60605
60845
61085
61325
61565
61909
63253
63774
64014
64254
64513
64753
65304
65544
65859
67767
68007
68798
69038
69851
70091
70331
70738
70978
71477
71833
72073
72722
72962
73398
73638
74189
74429
74964
76216
76456
76696
77127
77367
77680
77962
78202
78509
78749
78989
79237
79565
80418
80658
81068
81511
81751
82677
82917
83541
84200
84440
84765
85005
86396
86803
87043
87283
87610
87850
88090
88932
89172
89759
90005
90500
91000
91240
91480
92635
92888
93128
93648
93888
94295
94535
95078
95377
95617
95857
96142
96553
96963
97391
97631
97871
98252
98492
98837
99077
99317
99557
99838
100078
100318
101429
101746
101986
102571
102811
103051
103291
103531
103788
104716
105000
105240
105808
106242
106507
106747
107282
107970
108210
109154
109394
110495
110735
110975
111336
111699
111939
112179
112419
112659
113068
113308
113548
113989
114229
114640
114880
115120
115360
115600
115840
116113
116353
116593
116833
117073
117313
117553
117815
118055
118295
118535
118775
119015
119255
119495
119735
119975
120215
120455
120695
121119
122648
122888
123469
123709
123949
124189
124517
125222
125902
126142
126382
126950
127190
127430
127670
128724
129321
129636
129876
130116
130444
130684
130924
131234
131474
131955
132609
132849
133586
133826
134230
134470
135001
135241
135481
135721
135961
136201
136441
136681
137080
137413
137653
137893
138133
138373
139159
139549
139789
140029
140269
140744
141030
141418
141658
141921
142268
143043
143681
143921
144161
145134
145374
146537
146935
147175
147415
147655
147895
148135
148375
148615
149125
150335
150575
150885
151125
151629
151869
152109
152737
153829
154355
154938
155579
155819
156059
156437
156677
156917
157157
157688
157928
158306
159130
159684
159924
160193
160965
161205
162061
162468
162708
163115
163355
163595
163835
164219
164728
165239
165479
165719
166519
166759
166835
167075
167799
168169
168409
168649
168973
169773
170559
170799
171788
172443
172923
173163
173546
175980
177061
180816
182354
188332
191399
209828
218842
224964
242078
242906
254528
265236
271152
287581
296365
311808
312390
318219
373721
400700
414662
449931
501098
535728
654340
689331
