time,ddl_satis_ratio,cluster_spec,trace_file,scheduler,scheme
20241212-04-39-07,0.9722222222222222,cluster_specs/n8g8.csv,../traces_for_ElasticFlow/200jobs_900lam_0.5.csv,ef-accessctrl,elastic
