time,ddl_satis_ratio,cluster_spec,trace_file,scheduler,scheme
20241212-04-50-46,0.4365079365079365,cluster_specs/n8g8.csv,../traces_for_ElasticFlow/200jobs_900lam_0.4.csv,themis,elastic
