time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19,cpu20,cpu21,cpu22,cpu23,cpu24,cpu25,cpu26,cpu27,cpu28,cpu29,cpu30,cpu31,cpu32,cpu33,cpu34,cpu35,cpu36,cpu37,cpu38,cpu39,cpu40,cpu41,cpu42,cpu43,cpu44,cpu45,cpu46,cpu47,cpu48,cpu49,cpu50,cpu51,cpu52,cpu53,cpu54,cpu55,cpu56,cpu57,cpu58,cpu59,cpu60,cpu61,cpu62,cpu63,cpu64,cpu65,cpu66,cpu67,cpu68,cpu69,cpu70,cpu71,cpu72,cpu73,cpu74,cpu75,cpu76,cpu77,cpu78,cpu79,cpu80,cpu81,cpu82,cpu83,cpu84,cpu85,cpu86,cpu87,cpu88,cpu89,cpu90,cpu91,cpu92,cpu93,cpu94,cpu95,cpu96,cpu97,cpu98,cpu99,cpu100,cpu101,cpu102,cpu103,cpu104,cpu105,cpu106,cpu107,cpu108,cpu109,cpu110,cpu111,cpu112,cpu113,cpu114,cpu115,cpu116,cpu117,cpu118,cpu119,cpu120,cpu121,cpu122,cpu123,cpu124,cpu125,cpu126,cpu127
3793
3853
3979
4178
4238
4985
5045
5105
5199
5858
6080
6140
6200
6260
6320
6380
6440
6500
6639
6699
6759
6819
6879
6939
6999
7107
7167
7227
7287
7347
7407
7467
7527
7587
7647
7707
7767
7827
7991
8051
8111
8171
8263
8658
8739
8808
8871
8941
9001
9061
9125
9185
9245
9305
9365
9449
9509
9569
9629
9689
9749
9809
9869
9929
9989
10049
10109
10169
10229
10289
10349
10422
10482
10542
10602
10662
10722
10782
10842
10902
10962
11022
11082
11142
11202
11262
11322
11382
11442
11502
11578
11663
11822
11946
12006
12066
12126
12186
12246
12306
12366
12426
12486
12546
12606
12666
12726
12786
12846
12906
12966
13026
13086
13146
13206
13266
13326
13386
13446
13506
13566
13626
13686
13746
13806
13866
13926
13986
14046
14106
14166
14226
14286
14346
14406
14466
14526
14586
14646
14706
14766
14826
14886
14946
15006
15066
15126
15186
15261
15321
15381
15441
15501
15561
15621
15861
15921
15981
16041
16101
16161
16221
16281
16341
16401
16461
16521
16581
16641
16701
16770
16830
16890
16950
17010
17070
17130
17190
17250
17310
17370
17430
17490
17550
17803
17863
17923
17983
18043
18103
18163
18403
18463
18523
18984
19143
19267
19447
19567
19627
19776
19867
19927
20047
20167
20407
20527
20587
20647
20707
21011
21431
21491
21971
