time,job_id,num_gpu,submit_time,start_time,end_time,ddl,executed_time,JCT,pending_time,preempt,promote,best_effort_job
4985,d36ea58c-460e-000c-6306-d8ab27964133,1,3793,3793,4985,4573,1192,1192,0,0,0,0
5039,531fc7e7-ce5c-cce7-26dc-27e23b730749,1,3795,3853,5039,5164,1186,1244,58,0,0,0
5077,3d84456b-6929-14f2-9dd5-7793b7d82a86,1,3794,3853,5077,5346,1224,1283,59,0,0,0
5066,bc55dba0-58c8-f7e4-b81e-494dab1230cb,1,3799,3853,5066,4871,1213,1267,54,0,0,0
5102,40a87869-bd1a-51ad-d029-1cd0a70a2229,1,3799,3853,5102,4840,1249,1303,54,0,0,0
5072,488be9a1-81e5-7112-da79-b9dc90bf5f7f,1,3799,3853,5072,5249,1219,1273,54,0,0,0
5102,4cd7a84e-5e88-6e1c-d5a9-192ee5190e9a,1,3802,3853,5102,4510,1249,1300,51,0,0,0
5097,10f377f9-92a4-0698-729e-5d522b6c6636,1,3812,3853,5097,4595,1244,1285,41,0,0,0
5098,e12a6642-0250-c97d-8cb1-b6771a395572,1,3816,3853,5098,4781,1245,1282,37,0,0,0
5199,7b658187-c302-20f6-4ccf-d47bab78655c,1,3979,3979,5199,5677,1220,1220,0,0,0,0
6468,411bf458-4230-28a3-ca2d-1d1aa3913b9b,1,5858,5858,6468,6255,610,610,0,0,0,0
6704,d037c5e3-3183-1b8a-98b9-562608ab8a4b,1,6080,6080,6704,6833,624,624,0,0,0,0
6792,63999898-8f8e-95de-7871-d97e2a6c4063,1,6102,6140,6792,6989,652,690,38,0,0,0
6840,c442a9c7-8e50-917c-b38e-5c3b5f42695c,1,6160,6200,6840,6944,640,680,40,0,0,0
7648,c3943229-9193-4764-3a43-ab38650e1236,1,4178,4178,7648,5917,3470,3470,0,0,0,0
7648,24785248-c0b5-770f-4b6d-35a0c7268b74,1,4178,4178,7648,7315,3470,3470,0,0,0,0
7696,47b3c7f8-5cc9-c11b-5252-2ad9c063c05f,1,4181,4238,7696,6928,3458,3515,57,0,0,0
7752,a709ea60-037a-77a6-97d6-e4557008abd1,1,4183,4238,7752,8937,3514,3569,55,0,0,0
12378,0ad77bbb-e545-a90d-1f30-3c94aa172ba3,1,11213,11262,12378,11768,1116,1165,49,0,0,0
