time,gpu0,gpu1,gpu2,gpu3,gpu4,gpu5,gpu6,gpu7,gpu8,gpu9,gpu10,gpu11,gpu12,gpu13,gpu14,gpu15,gpu16,gpu17,gpu18,gpu19,gpu20,gpu21,gpu22,gpu23,gpu24,gpu25,gpu26,gpu27,gpu28,gpu29,gpu30,gpu31,gpu32,gpu33,gpu34,gpu35,gpu36,gpu37,gpu38,gpu39,gpu40,gpu41,gpu42,gpu43,gpu44,gpu45,gpu46,gpu47,gpu48,gpu49,gpu50,gpu51,gpu52,gpu53,gpu54,gpu55,gpu56,gpu57,gpu58,gpu59,gpu60,gpu61,gpu62,gpu63
9940
11086
11146
11326
11664
11724
11851
11934
12219
12324
12759
13011
13199
13621
13938
14106
14166
14229
14345
14405
14585
14645
14923
14983
15110
15193
15478
15583
16018
16270
16880
17149
17209
17365
17425
17488
17904
18295
18355
18535
18873
18933
19060
19143
19428
19533
19968
20220
20830
21147
21315
21375
21438
21854
26184
27268
27463
27722
27917
28035
28179
28397
28627
28895
29411
30044
30280
30340
30438
30569
30792
31217
32465
35715
35775
36794
36854
36914
38896
38956
39674
40053
40113
40173
40802
40862
40922
42349
42409
42469
42529
43256
43316
43376
43436
43496
44063
44123
45976
46036
46096
51173
51429
51801
52089
53514
53702
53945
54100
54160
54335
54395
54791
54851
54911
54971
55031
55091
55151
55211
55271
55331
55874
55934
56441
56501
56639
56699
56829
56937
57017
57142
57202
57262
57415
57475
57535
57650
57710
57806
57979
58106
58166
58226
58286
58346
58406
58466
58526
58586
58646
58741
58801
58861
59133
59193
59260
59700
59760
59898
59958
60196
60401
60461
60779
60839
60967
61065
61210
61270
61365
61425
61600
61660
61725
61845
62000
62060
62120
62180
62240
62300
62360
62420
62480
62540
62600
63139
63199
63706
63766
63904
63964
64202
64407
64467
64800
65071
65244
65611
65731
65851
66006
66066
66126
66525
70074
70393
70453
70765
70825
70885
70945
71083
71143
71203
71263
71390
71490
71550
71639
71699
71793
71853
71913
72343
72575
72751
72927
73076
73180
73240
73306
73371
73431
73696
74018
74257
74323
75012
75072
75277
75340
75400
75460
75545
75996
101854
101914
102315
102673
103473
104172
104761
104931
104991
105290
105350
105586
105646
105725
105915
106570
106823
106892
106952
107012
107357
107417
107477
107827
108020
108150
108210
108270
108467
108549
108845
108905
108984
109174
109829
110082
110151
110211
110271
110616
110676
110736
111086
111381
111441
111726
111970
112140
112200
112499
112795
112855
112934
113014
113124
113184
113835
114088
114157
114217
114277
114622
114682
114742
115092
115415
115732
120897
121268
121328
121559
121691
121992
122052
122175
122249
122429
122851
123118
123281
123341
123447
123507
123646
123795
124107
124636
125197
130219
138028
138088
138148
138208
138384
138764
138824
138884
139315
139526
139694
140012
140349
140578
140638
140702
140770
140830
141168
141228
141347
141467
141643
142085
142145
142377
142630
142775
142835
142895
143009
143893
144017
144085
144145
145353
145413
145473
145636
145696
146034
146094
146154
146580
146791
146959
147843
147967
148035
148095
149350
149586
149984
150044
150694
150754
150814
150874
150934
150994
151054
151132
151192
151252
151354
151515
151575
151635
151856
152118
152223
152283
152444
152504
152636
152696
152911
152971
153247
153307
153642
153710
153770
153830
153953
154013
154073
154133
154193
154253
154313
154373
154447
154507
154567
154627
154687
154747
154830
154890
154950
155010
155171
155237
155364
155433
155527
155587
155647
155745
155805
155865
155925
155985
156045
156105
156226
156286
156346
156411
156471
156531
156591
156651
156711
156811
156871
156957
157025
157085
157145
157205
157265
157354
157414
157474
157534
157594
157845
157919
157979
158039
158099
158159
158219
158279
158339
158399
158459
158519
158579
158675
158827
158887
158947
159007
159067
159127
159187
159247
159359
159420
159480
159544
159604
159664
159765
159825
159885
159957
160017
160077
160137
160197
160257
160317
160405
160568
160628
160688
160748
160849
160909
160969
161029
161089
161149
161209
161269
161354
161414
161474
161534
161594
161778
161838
161952
162045
162105
162165
162225
162285
162345
162405
162465
162525
162585
162758
162818
162878
162979
163039
163099
163159
163219
163279
163392
163452
163512
163572
163632
163692
163752
163812
163872
164003
164063
164123
164183
164243
164303
164363
164464
164675
164735
164795
164855
164915
165153
165213
165273
165360
165480
165540
165660
165784
165844
166017
166077
166137
166197
166298
166358
166418
166478
166538
166771
166831
166900
166960
167020
167083
167143
167203
167263
167340
167400
167460
167520
167580
167640
167700
167760
167820
167880
168009
168069
168129
168237
168297
168357
168417
168477
168537
168728
168788
168848
168908
168968
169028
169103
169163
169223
169283
169347
169407
169486
169666
169726
169786
170023
170083
170163
170223
170304
170424
170484
170544
170623
170692
170777
170837
170967
171027
171087
171147
171353
171413
171473
171541
171601
171661
171764
171961
172169
172289
172479
172539
172599
172659
172719
172848
172934
172994
173129
173214
173274
173414
173519
173592
173668
173772
173972
174099
174159
174355
174462
174534
174594
174767
174866
174960
175253
175313
175650
175777
175837
175906
175966
176048
176108
176254
176354
176414
176485
176545
176605
176665
176816
176914
176974
177097
177157
177311
177371
177431
177491
177676
177810
177929
178060
178214
178274
178334
178420
178713
178792
178863
179366
179426
179664
179724
179904
179964
180302
180505
180565
180625
180685
180745
180878
180997
181222
190041
487031
487393
487453
488359
488419
488479
488609
491325
491385
491445
491505
491565
491625
491941
492003
492063
492123
492192
492252
492317
496711
496896
496991
497051
497111
497285
497369
497429
497489
497736
497863
497923
498001
498071
498607
498667
498967
499027
499087
499382
499533
499602
499662
499722
499918
500026
500211
500271
500331
500391
500451
500600
500676
500736
500796
500856
501051
501178
501238
501316
501386
501518
501837
501922
501982
502282
502342
502402
502601
502697
502839
502899
502959
503019
503177
503237
503530
503915
503975
504035
504126
504186
504256
504316
504376
504497
504557
504634
504694
504754
504814
505001
505096
505156
505216
505276
505336
505860
505920
505980
506232
506292
506352
506412
506552
506703
506845
506905
506965
507025
507183
507243
507441
507536
507941
508503
508783
509102
509866
510502
511180
511391
511964
513062
513542
513602
513662
513722
513782
513842
513902
514004
514064
514275
514335
514577
514637
515363
515423
515585
515645
515745
516040
516159
516219
516336
516476
516536
516596
516986
517591
518143
518203
518327
518720
518837
519627
520672
531563
531792
531916
531976
532044
532276
532336
532396
532456
532664
532724
532789
532895
533184
533244
533510
533570
533685
533812
533872
533988
534048
534878
535107
535222
535282
535342
535535
535595
535655
535715
535923
535983
536048
536154
536443
536503
536769
536829
536944
537071
537131
537247
537307
537367
538828
539057
539172
539232
539292
539485
539545
539605
539665
539804
539873
539933
539998
540101
540161
540221
540449
540509
540585
540775
540835
540950
541035
541095
541155
541253
541313
541750
541874
542089
545551
548287
548628
548925
549294
549360
549420
549480
549862
549958
550197
550266
550326
550418
550533
550623
551063
601643
602050
602408
603215
609561
609621
610022
610380
611180
619573
626852
633564
670945
671213
671999
672938
673715
673775
674204
674392
674472
674641
675258
675397
675457
676197
676719
676974
677034
677651
677900
678154
678214
678478
678563
678634
678712
678772
678832
679045
679264
679550
680034
680203
680342
680402
680521
680980
681040
681100
681553
681657
681717
681822
681893
681953
682013
682073
682133
682657
682722
682846
683558
683661
683780
683984
684812
684976
685036
685772
685843
686041
686549
686889
686949
687012
687611
687730
688465
688525
688762
688926
689515
689716
789899
789959
790019
790368
790520
790632
790959
791119
791440
791946
792441
792779
793214
793274
793334
793683
793835
793947
794265
794378
794524
794584
794699
794759
794819
795205
795700
796038
797164
797224
797284
797633
797783
797843
797903
798018
798078
798215
798328
798649
799155
799650
799988
801733
801793
801968
802028
806131
806191
806550
806900
807124
807307
807367
807487
807913
808353
808759
808992
810753
810994
811175
811246
930955
931362
931720
932527
958007
958067
958127
958187
958247
958307
958367
958427
958487
958549
958609
958684
958744
958804
