time,in0,out0,in1,out1,in2,out2,in3,out3,in4,out4,in5,out5,in6,out6,in7,out7,in8,out8,in9,out9,in10,out10,in11,out11,in12,out12,in13,out13,in14,out14,in15,out15,in16,out16,in17,out17,in18,out18,in19,out19,in20,out20,in21,out21,in22,out22,in23,out23,in24,out24,in25,out25,in26,out26,in27,out27,in28,out28,in29,out29,in30,out30,in31,out31,in32,out32,in33,out33,in34,out34,in35,out35,in36,out36,in37,out37,in38,out38,in39,out39,in40,out40,in41,out41,in42,out42,in43,out43,in44,out44,in45,out45,in46,out46,in47,out47,in48,out48,in49,out49,in50,out50,in51,out51,in52,out52,in53,out53,in54,out54,in55,out55,in56,out56,in57,out57,in58,out58,in59,out59,in60,out60,in61,out61,in62,out62,in63,out63
911907
1012685
1014180
1014240
1086205
1093446
1183530
1212237
1341622
1342563
1348404
1438582
1440871
1647973
1686477
1702798
1795351
1795411
1811748
1955446
1959540
1961892
1990162
1991177
1992873
1992933
1994814
1994874
1995038
2037760
2037820
2041478
2041538
2042267
2042327
2044906
2044966
2045026
2070633
2070693
2077930
2111030
2111090
2134356
2136348
2136408
2136468
2136528
2190169
2192557
2192617
2196445
2202349
2202545
2221465
2267445
2272670
2282057
2282713
2285754
2309732
2326524
2326584
2336589
2336680
2337649
2337806
2337867
2342306
2345911
2365823
2365883
2366450
2366510
2378132
2378192
2379978
2380038
2380447
2381006
2390946
2398929
2405105
2409910
2419726
2420400
2425207
2439097
2446378
2449981
2451431
2451491
2452926
2452986
2455461
2462754
2462814
2465061
2465121
2473869
2473929
2481803
2481863
2486557
2486617
2489561
2490027
2490087
2495128
2496633
2500318
2508242
2511973
2515301
2515361
2515421
2515844
2518467
2518527
2534990
2536000
2536115
2536292
2536415
2536521
2536634
2546012
2561731
2573183
2573388
2573448
2573508
2584666
2585326
2588693
2591834
2591894
2624347
2624407
2624467
2627880
2632437
2653087
2681093
2686791
2686851
2718088
2719253
2719313
2719464
2721396
2736243
2739894
2741882
2741942
2742002
2742062
2742122
2752589
2754319
2754681
2755142
2755603
2764761
2766925
2766985
2767045
2767893
2767953
2769776
2769836
2773509
2774466
2774650
2783186
2783709
