time,in0,out0,in1,out1,in2,out2,in3,out3,in4,out4,in5,out5,in6,out6,in7,out7
0
240
537
1822
3120
3385
3763
4003
4243
4538
5487
5727
6886
7126
7714
8627
9137
10430
10670
10962
11202
12113
12353
14307
14961
17047
17287
17800
18338
19443
20319
20751
20991
21231
21471
21711
21951
22235
22851
23091
23331
23571
24026
24266
24506
26066
26797
27037
27722
27962
28264
32316
34086
34326
34566
35556
35796
36834
39314
39808
41402
41982
42401
42726
43524
45451
46659
47135
47769
48109
48569
48809
49049
50288
50528
50769
51009
51362
51657
52056
52749
53759
54097
54337
54702
55341
56208
56698
57360
57810
58415
58655
59336
59576
59935
60517
60757
60997
61237
63253
63891
64131
64513
64753
65309
68928
69216
69456
70253
70951
72722
72962
73609
73849
76351
77127
77680
77962
78677
78917
79157
81511
81751
82894
83373
84304
84544
85164
86396
87610
89101
89759
90500
91000
91240
92888
93648
93888
94481
95078
95475
95818
96058
96553
97433
98286
98837
99077
99317
100063
101839
103281
104716
106242
106507
108167
109173
109413
110547
110806
111046
111792
112172
112412
113068
113308
113548
114640
115186
115535
116113
116353
116593
117066
117306
117546
119428
120070
120310
121119
122648
122888
123967
124207
125222
126102
126342
126950
127190
129051
130516
131955
132609
132849
133777
134230
135001
135241
135481
136233
136473
136713
139716
140608
141250
141592
141921
142778
143154
143512
143752
143992
144232
144907
145147
145658
146537
147180
147762
148002
148247
148509
148749
150415
150655
151582
151990
154606
154938
155698
155938
156269
157144
157491
157731
158534
158775
160613
160878
161118
161650
161930
162170
162701
163128
163368
163608
163848
164109
164728
164968
165208
165448
165688
166519
166759
166999
170733
170973
172361
174691
175328
175922
178081
179146
182331
182571
182881
183183
187167
187683
188874
189191
213617
213857
215309
217051
222853
223837
224908
227803
232078
232594
233422
233891
234131
234674
246416
249645
250883
266458
268981
269864
276618
277056
320671
324842
325756
411739
419810
450824
462309
471801
483143
498298
514734
585502
683165
737125
751672
857193
885628
886546
893308
893548
893788
894122
894362
894753
927805
931006
938201
943207
943566
945067
957958
1173499
1174306
1174846
1177468
1177661
1186838
1189447
1190368
1193594
1202751
1203389
1206872
1207274
1208430
1213047
1213287
1213960
1314694
1316087
1316240
1316312
1316871
1552412
1553269
1556156
1556521
1557254
1774832
1775580
1775769
1775881
1806959
1821514
1823356
1824182
1924264
1927033
1928468
1929532
1961978
1963301
1964434
2028775
2030723
2032982
2035688
2042741
2042854
2043771
2044009
2044513
2046545
