time,in0,out0,in1,out1,in2,out2,in3,out3,in4,out4,in5,out5,in6,out6,in7,out7
0
240
524
1822
3120
3385
4001
4538
5487
6886
7126
7714
8627
9137
10430
10670
10962
12113
12353
14961
17047
17287
17800
18338
20319
20751
20991
21464
21704
21944
22235
22851
23091
23331
23571
24026
24266
24506
26066
26797
27722
27962
32316
34086
34326
34566
35048
35661
35901
36834
37129
37369
38287
39314
39808
41402
42401
42726
43524
45049
45451
47135
47769
48009
48569
48809
49049
50288
50769
51009
51249
51657
52256
52749
53759
54182
54702
55341
56698
57360
57810
58415
58655
59576
63253
63522
64063
64513
64753
65309
68928
70253
70951
72337
72722
72962
73609
76351
77127
77680
77962
78677
81511
81751
82894
84440
86396
87610
89101
89759
90500
91000
91240
92888
93648
93888
94481
95078
95475
95857
96553
97433
98286
98837
99077
99317
100063
101839
103281
104716
106242
106507
107192
108167
109173
109413
110547
110806
111046
111792
112172
112412
112998
113238
113521
114460
114700
115186
115535
116113
116353
116593
117066
117306
117546
117786
119428
120070
120310
121119
122648
122888
123482
123967
124207
125222
126242
126950
127190
130516
131955
132609
132849
133777
134230
135001
135350
135590
136247
136487
136727
139716
141592
141921
143681
144015
144509
144959
146537
147762
148247
148487
148727
149644
149884
150124
150415
150655
151518
151990
152459
154938
155178
155443
155683
155923
157688
160965
162061
162701
163128
163501
163741
163981
164372
164728
165239
165479
165719
166519
166835
175083
195546
196891
199974
208646
209459
209841
216267
228144
229594
254020
258754
259082
260527
268838
280393
497449
498256
499206
499746
502368
502670
588653
590991
591184
591768
593880
595481
604658
607267
608092
611614
612113
620728
625742
636396
639879
640713
645798
646200
648670
746333
817101
817683
819257
819497
819737
819977
849986
850149
854766
855006
855927
860621
961355
962748
965199
966130
967110
968732
968873
969026
969266
969338
969897
970517
971473
972872
1208413
1208771
1209628
1212515
1212880
1217155
1217797
1220179
1229457
1230190
1230643
1448221
1448969
1449297
1450249
1450527
1454501
1458816
1460412
1460601
1461216
1461373
1462524
1464139
1464251
1464598
1464929
1465972
1466212
1497070
1567775
1568007
1568262
1570633
1587069
1601624
1601864
1701715
1702326
1702606
1705063
1706451
1707886
1709917
1710491
1711444
1747761
1748001
1750088
1751255
1751783
1754971
1756052
1760182
1761206
1761846
1764733
1829074
1831022
1832474
1832784
1938305
1940047
1940296
1941487
1947289
1947606
1947908
1948111
1951006
1951204
1958257
1959328
1960312
1960425
1960941
1961179
1961759
1992773
1993316
1996545
2021833
2023071
2029825
2032348
2040419
2044590
2045473
2056958
2057565
2061857
2062771
