time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7
0
240
524
1822
3120
3385
3763
4003
4538
5487
6886
7126
7714
8627
8867
9137
10430
10670
10910
11150
12113
12353
14547
14961
17047
17287
17800
18150
19495
20319
20751
20991
21464
21704
21944
22235
22851
23091
23331
23571
24102
24410
24650
26066
26797
27722
27962
32316
34086
34326
34566
34968
35716
36834
39314
39808
41292
41532
42401
42726
43524
45451
47135
47769
48569
48809
49049
50204
50444
50769
51009
51657
52749
53759
54182
54702
55341
56630
56870
57360
57810
58415
58655
59576
59816
63042
63282
63876
64116
64513
64753
65309
65917
68722
68962
70253
70951
71230
71812
72722
72962
73386
73626
76351
77127
77680
77962
78677
81511
81751
82543
82783
83023
84440
85949
86189
86429
87610
89101
89759
90500
91000
91240
92888
93648
93888
94481
94721
94961
95201
95475
95715
95955
96553
97433
98286
98837
99077
99317
100063
100409
100649
101839
103100
103340
104716
104956
105196
105755
106242
106507
108167
109173
109413
110547
110806
111046
111792
112172
112412
113068
113308
113548
114640
115186
115535
116113
116353
116593
117066
117306
117546
118931
119428
119788
120070
120310
120780
121106
121346
121748
122648
122888
123276
123652
123941
124181
124561
125222
125476
125716
126227
126467
126707
126950
127190
128229
130516
131955
132609
132849
133777
134230
135001
135350
136247
136487
136727
139716
139956
141516
141756
141996
143681
144015
144437
144765
145715
145955
146220
146537
147762
148002
148247
148509
148749
148989
149269
150415
150655
151990
154938
155698
155938
157688
160965
162061
162701
163128
163512
163752
164728
165239
165479
165719
166519
166835
179232
180620
180860
182044
183108
207534
208171
209494
210627
212786
213380
215222
218834
219083
219385
223369
223885
224125
226831
228283
230542
231526
232597
232837
239890
240406
244681
260256
261173
264402
271156
271594
272201
276372
322266
347554
363990
388567
486230
716389
821910
1039488
1069762
1305303
1359263
1404169
1405637
1405877
1406795
1407035
1407275
1407515
1407906
1409083
1409993
1410410
1415416
1415775
1417276
1417882
1418900
1419812
1420296
1423019
1423400
1505409
1505924
1507094
1507388
1516565
1519174
1520095
1520733
1524216
1524944
1530029
1530431
1530671
1601439
1602029
1606053
1606293
1607601
1607641
1608572
1609552
1609792
1609864
1610484
1610842
1613729
1625471
1626204
1626532
1630506
1631657
1631988
1633031
1633495
1664148
1734853
1737224
1751779
1752019
1851870
1852481
1855250
1857580
1858221
1867713
1900159
1900329
1901353
1903517
1965404
1967352
1967662
1969404
1970595
1976397
1976714
1979609
1980437
1980550
1981130
2012144
2012613
2012647
2013885
2016324
2016564
2024374
2025153
2035432
2035716
2039686
