time,idle_node,busy_node,full_node,fra_gpu,busy_gpu,pending_job,running_job,completed_job,len_g1,len_g2,len_g4,len_g8,len_g16,len_g32,len_g64
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
219316,31,1,0,7,1,0,1,0,1,0,0,0,0,0,0
219316,0,0,0,0,0,0,0,0
251674,30,2,0,11,5,0,2,0,1,0,1,0,0,0,0
251674,0,0,0,0,0,0,0,0
251734,30,2,0,10,6,0,3,0,1,0,1,0,0,0,0
251734,0,0,0,0,0,0,0,0
256418,30,2,0,9,7,0,4,0,1,0,1,0,0,0,0
256418,0,0,0,0,0,0,0,0
256478,30,2,0,8,8,0,5,0,1,0,1,0,0,0,0
256478,0,0,0,0,0,0,0,0
258863,30,2,0,6,10,0,7,0,1,0,1,0,0,0,0
258863,0,0,0,0,0,0,0,0
258923,30,2,0,5,11,0,8,0,1,0,1,0,0,0,0
258923,0,0,0,0,0,0,0,0
259585,30,2,0,11,5,0,10,0,1,0,1,0,0,0,0
259585,0,0,0,0,0,0,0,0
259645,30,2,0,11,5,0,11,0,1,0,1,0,0,0,0
259645,0,0,0,0,0,0,0,0
262503,30,2,0,11,5,0,13,0,1,0,1,0,0,0,0
262503,0,0,0,0,0,0,0,0
262563,30,2,0,11,5,0,14,0,1,0,1,0,0,0,0
262563,0,0,0,0,0,0,0,0
268877,30,2,0,11,5,0,14,2,1,0,1,0,0,0,0
268877,0,0,0,0,0,0,0,2
273432,30,2,0,7,9,0,12,5,1,0,1,0,0,0,0
273432,0,0,0,0,0,0,0,3
274530,30,2,0,11,5,0,13,5,1,0,1,0,0,0,0
274530,0,0,0,0,0,0,0,3
276110,29,3,0,15,9,0,12,7,1,0,2,0,0,0,0
276110,0,0,0,0,0,0,0,5
308826,29,3,0,4,20,0,6,14,1,0,2,0,0,0,0
308826,0,0,0,0,0,0,0,5
309095,29,3,0,10,14,0,7,14,1,0,2,0,0,0,0
309095,0,0,0,0,0,0,0,5
310067,29,3,0,9,15,0,8,14,1,0,2,0,0,0,0
310067,0,0,0,0,0,0,0,5
310127,29,3,0,8,16,0,9,14,1,0,2,0,0,0,0
310127,0,0,0,0,0,0,0,5
314356,29,3,0,7,17,0,10,14,1,0,2,0,0,0,0
314356,0,0,0,0,0,0,0,5
314416,29,3,0,6,18,0,11,14,1,0,2,0,0,0,0
314416,0,0,0,0,0,0,0,5
328412,29,3,0,5,19,0,10,16,1,0,2,0,0,0,0
328412,0,0,0,0,0,0,0,6
328472,29,3,0,6,18,0,11,16,1,0,2,0,0,0,0
328472,0,0,0,0,0,0,0,6
365624,29,3,0,5,19,0,4,24,1,0,2,0,0,0,0
365624,0,0,0,0,0,0,0,10
368092,30,2,0,11,5,0,5,24,1,0,1,0,0,0,0
368092,0,0,0,0,0,0,0,10
396126,29,3,0,15,9,0,6,24,1,0,2,0,0,0,0
396126,0,0,0,0,0,0,0,10
409806,29,3,0,14,10,0,7,24,1,0,2,0,0,0,0
409806,0,0,0,0,0,0,0,10
409866,29,3,0,13,11,0,8,24,1,0,2,0,0,0,0
409866,0,0,0,0,0,0,0,10
438136,29,3,0,12,12,0,7,26,1,0,2,0,0,0,0
438136,0,0,0,0,0,0,0,11
445554,28,4,0,18,14,0,6,28,1,0,3,0,0,0,0
445554,0,0,0,0,0,0,0,12
485979,29,3,0,11,13,0,6,29,1,0,2,0,0,0,0
485979,0,0,0,0,0,0,0,12
499454,29,3,0,10,14,0,6,30,1,0,2,0,0,0,0
499454,0,0,0,0,0,0,0,12
552756,29,3,0,10,14,0,4,33,1,0,2,0,0,0,0
552756,0,0,0,0,0,0,0,14
559930,30,2,0,10,6,0,5,33,1,0,1,0,0,0,0
559930,0,0,0,0,0,0,0,14
571052,30,2,0,9,7,0,6,33,1,0,1,0,0,0,0
571052,0,0,0,0,0,0,0,14
571334,30,2,0,8,8,0,7,33,1,0,1,0,0,0,0
571334,0,0,0,0,0,0,0,14
580807,30,2,0,7,9,0,6,35,1,0,1,0,0,0,0
580807,0,0,0,0,0,0,0,16
587485,29,3,0,15,9,0,6,36,1,1,1,0,0,0,0
587485,0,0,0,0,0,0,0,17
595709,29,3,0,14,10,0,6,37,1,1,1,0,0,0,0
595709,0,0,0,0,0,0,0,18
625627,29,3,0,13,11,0,7,37,1,1,1,0,0,0,0
625627,0,0,0,0,0,0,0,18
627863,29,3,0,12,12,0,7,38,1,1,1,0,0,0,0
627863,0,0,0,0,0,0,0,18
658517,29,3,0,12,12,0,6,40,1,1,1,0,0,0,0
658517,0,0,0,0,0,0,0,19
658577,29,3,0,8,16,0,7,40,1,1,1,0,0,0,0
658577,0,0,0,0,0,0,0,19
667980,29,3,0,7,17,0,6,42,1,1,1,0,0,0,0
667980,0,0,0,0,0,0,0,21
668040,29,3,0,8,16,0,7,42,1,1,1,0,0,0,0
668040,0,0,0,0,0,0,0,21
693194,29,3,0,7,17,0,6,44,1,1,1,0,0,0,0
693194,0,0,0,0,0,0,0,21
693254,29,3,0,13,11,0,7,44,1,1,1,0,0,0,0
693254,0,0,0,0,0,0,0,21
714019,28,4,0,17,15,0,8,44,1,1,2,0,0,0,0
714019,0,0,0,0,0,0,0,21
743407,28,4,0,15,17,0,8,45,1,1,2,0,0,0,0
743407,0,0,0,0,0,0,0,21
917930,30,2,0,10,6,0,4,50,1,0,1,0,0,0,0
917930,0,0,0,0,0,0,0,23
977077,31,1,0,4,4,0,2,53,0,0,1,0,0,0,0
977077,0,0,0,0,0,0,0,24
996104,31,1,0,0,8,0,2,54,0,0,1,0,0,0,0
996104,0,0,0,0,0,0,0,25
1060037,30,2,0,6,10,0,3,54,0,1,1,0,0,0,0
1060037,0,0,0,0,0,0,0,25
1070705,30,2,0,6,10,0,3,55,0,1,1,0,0,0,0
1070705,0,0,0,0,0,0,0,25
1070765,29,3,0,12,12,0,5,55,1,1,1,0,0,0,0
1070765,0,0,0,0,0,0,0,25
1085610,29,3,0,10,14,0,7,55,1,1,1,0,0,0,0
1085610,0,0,0,0,0,0,0,25
