time,gpu0,gpu1,gpu2,gpu3,gpu4,gpu5,gpu6,gpu7
0
240
240
240
240
1200
1200
1200
1920
1920
1920
1920
1920
3120
3120
3600
3600
4080
4080
4560
4560
5040
5280
5520
5520
5520
5520
5520
5520
6960
7200
7200
7200
7920
7920
7920
8640
8880
8880
9360
9360
9360
9360
9360
10560
10560
11040
11280
11280
11280
11280
12240
12480
12480
12480
12480
12480
13680
13680
13680
13680
13680
14880
15120
15120
15120
15120
15120
15120
15120
15120
15120
17280
17280
17280
18000
18000
18000
18000
18000
18000
18000
18000
18000
18000
20400
20400
20880
21120
21120
21600
21840
21840
22320
22560
22560
23040
23280
23520
23760
23760
24240
24480
24720
24720
25200
25200
25200
25200
26160
26400
26640
26880
26880
26880
27600
27840
28080
28320
28320
28320
29040
29040
29040
29040
29040
29040
29040
29040
30960
31200
31200
31200
31200
31200
32400
32400
32400
32400
32400
32400
32400
32400
34320
34320
34800
34800
35280
35280
35760
35760
35760
36480
36480
36960
36960
36960
36960
36960
36960
36960
36960
36960
36960
39360
39360
39840
39840
39840
39840
40800
40800
40800
41520
41520
41520
41520
42480
42480
42960
42960
42960
43680
43680
43680
43680
44640
44640
44640
44640
45600
45600
45600
45600
45600
45600
45600
47280
47280
47280
48000
48240
48240
48720
48960
49200
49440
49440
49440
49440
50400
50400
50880
51120
51360
51360
51840
51840
51840
52560
52800
52800
53280
53280
53760
53760
54240
54240
54720
54720
54720
55440
55440
55440
56160
56160
56160
56880
56880
57360
57360
57840
57840
57840
58560
58800
58800
58800
58800
59760
59760
60240
60240
60720
60720
61200
61200
61200
61200
61200
61200
61200
61200
61200
63360
63360
63360
64080
64320
64560
64800
64800
65280
65520
65520
65520
65520
65520
65520
65520
65520
65520
65520
65520
65520
65520
65520
65520
69120
69120
69120
69120
70080
70320
70320
70320
71040
71280
71280
71760
72000
72000
72000
72000
72960
72960
72960
73680
73680
73680
74400
74640
74640
75120
75120
75120
75120
75120
75120
76560
76800
76800
77280
77520
77760
78000
78000
78000
78720
78960
78960
79440
79680
79680
79680
79680
80640
80880
81120
81120
81600
81840
81840
81840
81840
82800
83040
83040
83040
83760
83760
83760
84480
84480
84480
84480
84480
84480
84480
84480
86400
86400
86880
87120
87120
87120
87840
88080
88080
88080
88080
88080
89280
89280
89760
89760
90240
90240
90720
90720
91200
91200
91680
91680
91680
91680
91680
92880
93120
93120
93120
93840
94080
94080
94560
94560
94560
95280
95520
95760
96000
96000
96000
96720
96720
96720
97440
97680
97680
97680
98400
98640
98880
99120
99360
99600
99600
100080
100320
100320
100320
100320
101280
101280
101280
102000
102000
102000
102720
102720
102720
103440
103440
103440
103440
103440
103440
104880
105120
105360
105600
105600
105600
106320
106560
106560
106560
106560
106560
106560
106560
108240
108240
108240
108240
109200
109440
109440
109440
109440
109440
110640
110880
111120
111120
111600
111840
112080
112320
112560
112560
112560
113280
113280
113760
113760
114240
114240
114720
114960
115200
115200
115680
115680
116160
116160
116640
116640
117120
117360
117360
117840
117840
117840
118560
118560
118560
119280
119520
119760
119760
120240
120480
120480
120480
121200
121200
121200
121200
121200
121200
121200
122880
122880
122880
122880
123840
124080
124320
124320
124320
124320
125280
125280
125280
126000
126000
126480
126480
126960
127200
127200
127200
127200
127200
127200
127200
128880
128880
128880
129600
129600
130080
130080
130560
130800
130800
131280
131520
131520
132000
132000
132000
132720
132960
132960
132960
132960
133920
133920
134400
134400
134400
135120
135360
135600
135600
135600
136320
136320
136800
136800
136800
136800
137760
138000
138240
138240
138240
138240
138240
138240
139680
139920
139920
139920
140640
140640
140640
141360
141600
141600
142080
142320
142320
142320
142320
142320
142320
143760
144000
144240
144240
144240
144240
145200
145200
145200
145200
145200
145200
146640
146640
146640
146640
147600
147840
147840
148320
148560
148560
148560
148560
148560
148560
148560
148560
150480
150480
150480
151200
151200
151200
151920
152160
152160
152160
152160
153120
153120
153120
153120
153120
153120
154560
154560
155040
155040
155040
155760
156000
156000
156480
156720
156960
157200
157200
157200
157920
157920
157920
157920
157920
157920
157920
159600
159840
160080
160320
160320
160320
161040
161040
161040
161040
161040
162240
162240
162720
162720
163200
163200
163680
163920
163920
163920
163920
164880
164880
165360
165600
165600
165600
165600
166560
166800
167040
167040
167520
167520
168000
168000
168480
168480
168480
168480
168480
168480
168480
168480
168480
168480
168480
168480
168480
168480
171840
171840
171840
171840
171840
171840
173280
173280
173280
173280
173280
174480
174480
174480
174480
174480
174480
174480
174480
174480
174480
174480
177120
177120
177120
177120
177120
177120
177120
177120
177120
177120
177120
177120
177120
177120
177120
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
180720
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
184560
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
188880
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
192720
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
210000
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
218160
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
223440
242160
242160
242160
242160
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
243120
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
254640
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
268080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
274080
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
287760
