time,in0,out0,in1,out1,in2,out2,in3,out3,in4,out4,in5,out5,in6,out6,in7,out7,in8,out8,in9,out9,in10,out10,in11,out11,in12,out12,in13,out13,in14,out14,in15,out15,in16,out16,in17,out17,in18,out18,in19,out19,in20,out20,in21,out21,in22,out22,in23,out23,in24,out24,in25,out25,in26,out26,in27,out27,in28,out28,in29,out29,in30,out30,in31,out31,in32,out32,in33,out33,in34,out34,in35,out35,in36,out36,in37,out37,in38,out38,in39,out39,in40,out40,in41,out41,in42,out42,in43,out43,in44,out44,in45,out45,in46,out46,in47,out47,in48,out48,in49,out49,in50,out50,in51,out51,in52,out52,in53,out53,in54,out54,in55,out55,in56,out56,in57,out57,in58,out58,in59,out59,in60,out60,in61,out61,in62,out62,in63,out63
5010
5070
5377
5745
5836
6140
7353
8089
8279
8374
8561
9153
9448
9508
9725
9841
10077
10413
10505
10818
11378
11523
11583
12128
12416
12678
13017
13556
13616
13716
13776
13851
14004
14109
14306
14780
14852
15076
15372
15884
16101
16161
16419
16656
16719
17391
17662
23112
27815
29033
29093
29191
30103
30163
30223
30329
30389
30653
30713
30781
30841
31054
31453
32317
32555
33435
33495
33621
34398
35649
38176
40149
44351
44717
46134
46226
46286
46438
46729
47246
47306
47571
47839
48197
48257
48323
48506
48566
48626
49082
49652
50246
50359
50434
50608
50917
51479
51686
51746
51853
51913
52089
52242
52883
52943
53099
53493
53614
53866
54830
54959
56765
57377
58437
58912
59945
60729
60789
61590
61716
62105
62614
67573
68397
71515
71703
72651
74586
74983
82439
82701
92607
92815
95210
97933
108916
113730
115467
133481
134011
134480
134695
134939
134999
135059
135119
135197
135354
135577
135637
135914
135974
136161
136313
136574
136634
136694
136754
136814
136874
136942
137043
137103
137466
137725
137785
137845
137905
138057
138117
138177
138301
138522
140328
140420
140480
140665
140725
140880
141311
142387
142454
142586
142736
142877
143157
143222
143413
143999
144059
144214
145458
146718
147085
149161
149228
149948
150133
150938
151088
151317
151954
152143
153249
153900
153960
154468
154857
155827
155887
156016
156281
156758
157406
157593
157818
158099
158672
158774
159805
160092
160700
160861
165401
165461
165521
165622
165981
166041
166101
166257
166317
166377
166505
166565
166625
166726
166894
166970
167164
167304
167522
167582
167655
167738
167804
168648
168731
168791
169057
169540
170127
170187
170247
170588
170897
170957
171952
174217
174409
176170
180679
181748
183738
206235
206595
206939
215617
400669
422333
422953
423953
425237
425918
426559
428941
429002
430618
435584
437003
441077
458693
459874
460449
460948
462377
463326
465121
466387
474244
474802
474862
474926
475002
475283
478217
478680
479706
479923
481054
481114
481228
481794
483746
483852
487781
488730
489310
490621
491854
492357
494897
496378
496661
499168
499597
501069
501547
501919
502427
504824
505272
505425
505720
505874
505973
506230
506296
506356
506590
506650
506710
506870
507062
507180
507240
507561
507621
507715
507775
507863
507923
508059
508140
508303
508363
508445
508538
508757
508817
509170
509339
509466
509526
509586
509800
509860
509920
509980
510267
510406
510596
510656
510803
510865
510925
511385
511445
511505
511738
511798
511963
512023
512655
512793
512853
513230
513533
513593
513685
513745
515683
515743
515868
515957
516304
516364
516456
516576
516636
516696
516796
516995
517073
517433
518099
518163
518761
521875
522907
522981
523350
523811
524103
525482
525542
525612
527883
528865
529186
529608
532015
532075
533216
539030
539625
539808
541311
541635
542158
542985
543752
543812
543872
543932
543992
544052
544112
544407
544476
544536
544708
544822
544882
544942
545002
545062
545122
545366
545426
545486
545691
545929
545989
546049
546198
546344
546479
546539
547593
547657
547749
547809
547869
548071
548254
548492
549347
549596
549656
549887
550057
552170
553002
553461
553551
554089
554665
555073
555444
555604
555664
555778
555840
556275
556842
557681
561012
561072
561243
561810
564196
564716
566131
566246
566546
566735
567079
567182
567242
567355
567816
567876
568301
571197
571725
572356
572511
575118
576741
582772
584158
586604
586860
587088
587171
587231
587293
587353
587424
587671
587731
588921
589007
589067
589183
589662
589722
589866
589926
590117
590787
591735
591795
592111
592171
592355
592415
592475
593139
593199
593259
593535
594338
594648
594878
594939
595051
595236
595353
595426
595486
595590
595696
596259
596627
596930
597337
597779
598070
598242
598428
598661
598721
598781
599038
599197
599474
599534
599624
599684
600443
600503
600722
602386
602470
602530
602892
603030
603377
603842
607320
610027
611397
611457
611517
611577
612749
613287
613638
613698
613917
614956
615140
615200
615276
615621
615683
616065
616180
616476
616599
616833
616893
617100
617160
617310
617370
617501
618305
618406
618466
618737
618797
618880
618940
619019
619117
619524
619584
619644
619704
619891
619951
620138
620905
620988
621406
621653
621790
621850
622158
622302
622941
623152
623212
623455
623670
623792
623925
624455
624515
624575
624635
626139
626283
626343
626804
627207
627416
627476
627571
627631
627970
628059
628119
628432
628974
629034
629094
630048
630108
630259
630506
630890
631070
631208
631296
631392
631472
632249
632532
632779
633820
634854
635131
635191
637229
637306
637743
637988
638048
638108
638367
638671
639141
639201
639381
639441
639536
639664
640781
642300
642864
643090
643513
643711
644716
645133
645668
645962
646022
646592
646652
648219
648886
649031
649551
650373
650899
651050
651369
652281
652341
652401
652461
652521
652581
652641
653955
654207
654267
654329
654389
655243
655839
655899
656868
657311
657794
658252
658578
659188
660829
660889
662929
663483
666385
667169
667743
667803
667867
667930
668000
668060
668375
668482
668552
668625
668685
668745
668841
668984
669060
669168
669250
669310
669370
669466
669532
669592
669652
669712
669852
669912
669973
670275
670537
670597
670657
670874
671084
671144
671204
671264
671324
671419
671521
671631
671698
671758
671818
671911
672066
672191
672281
672360
672429
672489
672549
672658
672718
672778
672838
672898
672958
673037
673097
673351
673411
673471
674552
674612
674688
674943
675331
675604
676703
676890
676972
677069
677212
677308
677549
678666
679302
680010
680327
681005
681065
681297
681684
682393
682549
683456
683684
683974
684102
684314
684391
684496
684740
684807
684867
685164
686049
686546
686672
686983
687155
688338
689817
690017
690109
690216
690335
690786
692526
693036
693096
693156
693216
694058
694836
694932
696525
696585
696817
698650
699563
699794
700893
702302
702362
702709
702769
702909
703083
703315
703375
703501
703666
703726
703786
703868
704436
704816
705025
705340
705400
705696
706307
706367
706448
706578
706680
706823
707078
707803
707863
707945
708107
708167
708436
708496
708557
708617
708850
709234
709690
710065
710336
710432
710658
710718
710778
711581
712067
712275
712335
712609
713305
713809
713869
714069
715429
715952
716259
716319
716379
717104
718107
718705
719546
719822
719914
720446
720525
720585
721024
721319
721582
721867
722020
722268
722587
722647
722931
723216
723500
723895
725338
725398
725529
725737
725804
725864
726988
727499
727696
727756
727816
729051
729389
729449
729509
729569
729629
729849
729923
729983
