time,gpu0,gpu1,gpu2,gpu3,gpu4,gpu5,gpu6,gpu7
0
240
537
1822
3120
3385
3763
4003
4243
4538
5487
5727
6785
7025
7265
7613
8627
9137
10430
10670
10910
11150
11390
12113
12353
14961
15201
17047
17287
17800
18338
19443
20319
20751
20991
21231
21471
21711
21951
22235
22851
23091
23331
23571
24026
24266
24506
25313
26066
26797
27337
27577
27817
28057
28359
32316
34086
34326
34566
35716
36663
36903
38113
39314
39808
41402
42401
42726
42966
43524
43764
45365
45605
47135
47769
48009
48569
48809
49049
50288
50769
51009
51493
51733
52749
53759
54182
54702
54942
55341
56099
56698
57014
57360
57600
57840
58415
58655
59576
61323
63253
63932
64172
64513
64753
65309
68928
70253
70951
72309
72722
72962
73609
74536
76351
77127
77680
77962
78677
78968
79208
79798
80038
80278
80518
81511
81751
82894
83467
84440
86091
86396
87610
89101
89759
90500
91000
91240
92401
92888
93648
93888
94481
95078
95475
95857
96553
97433
98286
98837
99077
99317
100063
101839
103055
103295
103945
104716
105291
106242
106482
106722
108167
109173
109413
110377
110617
110857
111097
111792
112069
112309
112549
112789
113068
113308
113548
113904
114295
114640
115042
115282
115535
116034
116274
116514
116754
117066
117306
117546
119428
120070
120310
121119
122648
122888
123967
124207
124783
125131
125371
126242
126950
127190
128018
128735
129188
130516
131955
132609
132849
133777
134230
135001
135350
136247
136487
136727
139716
141592
141921
143681
144015
146537
147762
148247
148509
148749
150415
150655
151990
154938
155698
155938
157688
159472
160871
161111
162061
162701
163128
163512
163752
164728
165239
165479
165719
166519
166835
170048
170869
171380
172295
172535
173072
174105
174345
178660
179811
180139
180537
181487
183102
183357
183637
184861
185195
186280
190254
190895
191959
194330
197099
197736
198869
200192
202034
203982
204576
208188
208498
220240
220489
222648
222950
226934
228125
228641
228881
229198
230650
232909
238711
238951
239935
242641
243712
244540
245009
245249
245765
246682
247920
272346
275241
277764
278371
285125
285563
286477
290648
294940
325954
335446
343517
367972
379457
395893
411468
441742
474188
709729
763689
775915
846620
910961
942039
1045261
1045942
1146676
1192570
1192754
1197684
1205977
1206347
1209430
1209812
1216238
1216566
1218011
1448170
1450792
1536775
1536968
1537889
1538723
1541649
1639312
1639552
1643576
1645474
1646229
1647160
1647301
1651576
1869154
1869902
1870230
1870508
1870697
1871879
1872111
1886666
1887492
1887732
1888067
1890397
1890567
1890807
1891831
1893755
1996957
1998699
2005752
2005990
2006533
2009762
2035050
2037586
2038365
